,date,language,work,work_url
271,1872-10-03,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34008
272,1872-10-04,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21056
273,1872-10-05,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32729
274,1872-10-08,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23191
275,1872-10-12,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32730
276,1872-10-15,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24430
277,1872-10-15,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24430
278,1872-10-17,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28943
279,1872-10-18,in deutscher Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/26607
280,1872-10-21,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43699
281,1872-10-22,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31473
282,1872-10-27,in deutscher Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/26609
283,1872-10-29,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32289
284,1872-11-04,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24431
285,1872-11-04,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24431
286,1872-11-07,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21057
287,1872-11-12,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43700
288,1872-11-13,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31474
289,1872-11-17,in deutscher Sprache,Abu Hassan,https://archiv.wiener-staatsoper.at/performances/24384
290,1872-11-17,in deutscher Sprache,Die Verschworenen (Der häusliche Krieg),https://archiv.wiener-staatsoper.at/performances/24484
291,1872-11-18,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32731
292,1872-11-20,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34009
293,1872-11-20,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34009
294,1872-11-20,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34009
295,1872-11-21,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26390
296,1872-11-22,in deutscher Sprache,Abu Hassan,https://archiv.wiener-staatsoper.at/performances/24401
297,1872-11-22,in deutscher Sprache,Die Verschworenen (Der häusliche Krieg),https://archiv.wiener-staatsoper.at/performances/24483
298,1872-11-25,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/29412
299,1872-11-29,in deutscher Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/26610
300,1872-11-30,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24432
301,1872-11-30,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24432
302,1872-12-01,in deutscher Sprache,Abu Hassan,https://archiv.wiener-staatsoper.at/performances/24402
303,1872-12-01,in deutscher Sprache,Die Verschworenen (Der häusliche Krieg),https://archiv.wiener-staatsoper.at/performances/24485
304,1872-12-03,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21058
305,1872-12-04,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32290
306,1872-12-07,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43701
307,1872-12-10,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/34382
308,1872-12-12,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/22969
309,1872-12-15,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23157
310,1872-12-18,in deutscher Sprache,Abu Hassan,https://archiv.wiener-staatsoper.at/performances/24403
311,1872-12-18,in deutscher Sprache,Die Verschworenen (Der häusliche Krieg),https://archiv.wiener-staatsoper.at/performances/24486
312,1872-12-20,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23158
313,1872-12-26,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/24080
314,1872-12-27,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23159
315,1872-12-30,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23160
316,1873-01-02,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28944
317,1873-01-04,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31913
318,1873-01-07,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23161
319,1873-01-10,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32375
320,1873-01-12,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26391
321,1873-01-18,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27133
322,1873-01-20,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23162
323,1873-01-21,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27182
324,1873-01-23,in deutscher Sprache,Abu Hassan,https://archiv.wiener-staatsoper.at/performances/24404
325,1873-01-23,in deutscher Sprache,Die Verschworenen (Der häusliche Krieg),https://archiv.wiener-staatsoper.at/performances/24487
326,1873-01-25,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24433
327,1873-01-25,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24433
328,1873-01-30,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43702
329,1873-02-01,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23163
330,1873-02-06,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27183
331,1873-02-08,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23164
332,1873-02-10,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24434
333,1873-02-10,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24434
334,1873-02-15,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32732
335,1873-02-17,in deutscher Sprache,La Muette de Portici,https://archiv.wiener-staatsoper.at/performances/28074
336,1873-02-19,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27184
337,1873-02-20,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21059
338,1873-02-21,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23165
339,1873-02-27,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43703
340,1873-03-03,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24435
341,1873-03-03,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24435
342,1873-03-09,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23670
343,1873-03-10,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23166
344,1873-03-11,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21060
345,1873-03-16,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27185
346,1873-03-21,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32376
347,1873-03-22,in deutscher Sprache,Abu Hassan,https://archiv.wiener-staatsoper.at/performances/24405
348,1873-03-22,in deutscher Sprache,Die Verschworenen (Der häusliche Krieg),https://archiv.wiener-staatsoper.at/performances/24488
349,1873-03-29,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23167
350,1873-03-31,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24436
351,1873-03-31,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24436
352,1873-04-21,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28945
353,1873-04-25,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23168
354,1873-04-26,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21061
355,1873-04-29,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24437
356,1873-04-29,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24437
357,1873-04-30,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23671
358,1873-05-01,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32733
359,1873-05-08,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31475
360,1873-05-10,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23192
361,1873-05-11,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26393
362,1873-05-13,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28946
363,1873-05-14,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23169
364,1873-05-17,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27187
365,1873-05-18,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34010
366,1873-05-18,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34010
367,1873-05-18,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34010
368,1873-05-22,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32734
369,1873-05-24,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43704
370,1873-05-25,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21062
371,1873-05-26,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/24092
372,1873-05-27,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31477
373,1873-06-03,in deutscher Sprache,La Muette de Portici,https://archiv.wiener-staatsoper.at/performances/28077
374,1873-06-04,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21063
375,1873-06-05,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32735
376,1873-06-10,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43705
377,1873-06-14,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23170
378,1873-06-16,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43706
379,1873-06-18,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26395
380,1873-06-22,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27188
381,1873-06-24,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24438
382,1873-06-24,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24438
383,1873-06-25,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28947
384,1873-06-29,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34011
385,1873-06-29,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34011
386,1873-06-29,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34011
387,1873-07-01,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32736
388,1873-07-05,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24439
389,1873-07-05,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24439
390,1873-07-08,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32737
391,1873-07-14,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25702
392,1873-07-17,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25706
393,1873-07-20,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25889
394,1873-07-23,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25890
395,1873-07-24,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28948
396,1873-07-30,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34012
397,1873-07-30,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34012
398,1873-07-30,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34012
399,1873-08-01,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25891
400,1873-08-03,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43707
401,1873-08-04,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25892
402,1873-08-07,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25893
403,1873-08-10,in deutscher Sprache,Hamlet,https://archiv.wiener-staatsoper.at/performances/25894
404,1873-08-13,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21074
405,1873-08-15,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23171
406,1873-08-16,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24440
407,1873-08-16,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24440
408,1873-08-18,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/24093
409,1873-08-23,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32377
410,1873-08-30,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43708
411,1873-09-02,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28949
412,1873-09-04,in deutscher Sprache,Euryanthe,https://archiv.wiener-staatsoper.at/performances/27600
413,1873-09-07,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32738
414,1873-09-10,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24441
415,1873-09-10,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24441
416,1873-09-12,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31917
417,1873-09-15,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/24094
418,1873-09-16,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23172
419,1873-09-18,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21075
420,1873-09-24,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28950
421,1873-09-27,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43709
422,1873-09-30,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24442
423,1873-09-30,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24442
424,1873-10-02,in deutscher Sprache,Dom Sebastian,https://archiv.wiener-staatsoper.at/performances/23249
425,1873-10-05,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21345
