,work,composer,librettist,theatre,date
9728,Friends of Scottish Opera November,,,Friends of Scottish Opera,2015-11-15
9729,Friends of Scottish Opera November,,,Friends of Scottish Opera,2015-11-17
9730,Faust,Charles Gounod,"Jules Barbier
				Michel Carré",Adam Smith Theatre,2015-11-04
9731,Faust,Charles Gounod,"Jules Barbier
				Michel Carré",Adam Smith Theatre,2015-11-05
9732,Faust,Charles Gounod,"Jules Barbier
				Michel Carré",Adam Smith Theatre,2015-11-06
9733,Faust,Charles Gounod,"Jules Barbier
				Michel Carré",Adam Smith Theatre,2015-11-07
9734,Last Siren,,,Lemon Tree,2015-11-07
9735,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Summerhall, Edinburgh",2015-11-11
9736,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Summerhall, Edinburgh",2015-11-12
9737,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Summerhall, Edinburgh",2015-11-13
9738,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Summerhall, Edinburgh",2015-11-14
9739,Wagner at Longborough,,,Edinburgh Society of Musicians,2015-11-15
9740,Scozzesi concert,,,"Cinema, Newton Stewart",2015-11-22
9741,Concert,,,"St John's Church Hall, Dunoon",2015-11-22
9742,Friends of Scottish Opera November,,,Friends of Scottish Opera,2015-11-25
9743,Friends of Scottish Opera November,,,Friends of Scottish Opera,2015-11-29
9744,Hirda,,,"Arts Centre, Mareel",2015-11-26
9745,Hirda,,,"Community Hall, Haroldswick",2015-11-27
9746,Hirda,,,"Community Hall, Vidlin",2015-11-28
9747,Hirda,,,"Community Hall, Sandwick",2015-11-29
9748,Hirda,,,"Queen's Hall, Edinburgh",2015-12-03
9749,Hirda,,,"Queen's Hall, Edinburgh",2015-12-04
9750,Hirda,,,"Drygate Brewery, Glasgow",2015-12-07
9751,Hirda,,,"Drygate Brewery, Glasgow",2015-12-08
9752,Concert,,,"Concert Hall, University of Glasgow",2015-11-26
9753,Concert,,,Royal Conservatoire of Scotland,2015-12-04
9754,Scozzesi concert,,,"Community Centre, Beith",2015-11-29
9755,Scozzesi concert,,,"Queen's Hotel, Lockerbie",2015-12-08
9756,Winter Concert,,,Dundee West Church,2015-11-29
9757,Opera Scenes,,,Royal Conservatoire of Scotland,2015-12-03
9758,Opera Scenes,,,Royal Conservatoire of Scotland,2015-12-05
9759,Fridays at One,,,Royal Conservatoire of Scotland,2015-12-04
9760,Friends of Scottish Opera December,,,Friends of Scottish Opera,2015-12-05
9761,Friends of Scottish Opera December,,,Friends of Scottish Opera,2015-12-06
9762,Friends of Scottish Opera December,,,Friends of Scottish Opera,2015-12-09
9763,Friends of Scottish Opera December,,,Friends of Scottish Opera,2015-12-11
9764,Friends of Scottish Opera December,,,Friends of Scottish Opera,2015-12-13
9765,Upload Opera,,,Foodstory,2015-12-05
9766,AGM and Members' Christmas Social,,,Edinburgh Society of Musicians,2015-12-06
9767,Amahl and the Night Visitors,Gian Carlo Menotti,Gian Carlo Menotti,Buccleuch Centre,2015-12-10
9768,Amahl and the Night Visitors,Gian Carlo Menotti,Gian Carlo Menotti,Catstrand,2015-12-11
9769,Amahl and the Night Visitors,Gian Carlo Menotti,Gian Carlo Menotti,Cally Palace,2015-12-12
9770,Amahl and the Night Visitors,Gian Carlo Menotti,Gian Carlo Menotti,Buccleuch and Queensberry Arms,2015-12-13
9771,Friends of Scottish Opera January,,,Friends of Scottish Opera,2015-01-10
9772,Friends of Scottish Opera January,,,Friends of Scottish Opera,2015-01-10
9773,Friends of Scottish Opera January,,,Friends of Scottish Opera,2015-01-16
9774,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2015-01-16
9775,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2015-01-18
9776,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2015-01-22
9777,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2015-01-23
9778,Scozzesi concert,,,"Community Hall, Boat of Garten",2015-01-16
9779,Wagner - the critic's perspective,,,Edinburgh Society of Musicians,2015-01-17
9780,Introducing Opera,,,Edinburgh Society of Musicians,2015-01-20
9781,Devil Inside,Stuart MacRae,Louise Welsh,"Theatre Royal, Glasgow",2015-01-23
9782,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Concert Hall,2016-01-26
9783,Devil Inside,Stuart MacRae,Louise Welsh,"Theatre Royal, Glasgow",2016-01-26
9784,Devil Inside,Stuart MacRae,Louise Welsh,"King's Theatre, Edinburgh",2016-01-29
9785,Devil Inside,Stuart MacRae,Louise Welsh,"King's Theatre, Edinburgh",2016-01-30
9786,Introducing Opera,,,Edinburgh Society of Musicians,2016-01-27
9787,Introducing Opera,,,Edinburgh Society of Musicians,2016-02-03
9788,Introducing Opera,,,Edinburgh Society of Musicians,2016-02-10
9789,Introducing Opera,,,Edinburgh Society of Musicians,2016-02-17
9790,Friends of Scottish Opera January,,,Friends of Scottish Opera,2016-01-27
9791,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-05
9792,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-07
9793,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-14
9794,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-17
9795,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-18
9796,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-19
9797,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-21
9798,Friends of Scottish Opera February,,,Friends of Scottish Opera,2016-02-24
9799,Upload Opera,,,Foodstory,2016-02-06
9800,Opera Highlights,,,Howden Park Centre,2016-02-09
9801,Opera Highlights,,,Fullarton Theatre,2016-02-11
9802,Opera Highlights,,,"Barrfields Theatre, Vikingar, Largs",2016-02-13
9803,Opera Highlights,,,"Village Hall, Craignish",2016-02-16
9804,Opera Highlights,,,"Village Hall, Ballachulish",2016-02-18
9805,Opera Highlights,,,"Community Centre, Tarbert",2016-02-20
9806,Opera Highlights,,,"Village Hall, Lochinver",2016-02-23
9807,Golden Legend,Arthur Sullivan,Joseph Bennett,"Holy Trinity Church, St Andrews",2016-02-13
9808,Ariodante,George Frideric Handel,Antonio Salvi,"Theatre Royal, Glasgow",2016-02-16
9809,Ariodante,George Frideric Handel,Antonio Salvi,"Theatre Royal, Glasgow",2016-02-18
9810,Ariodante,George Frideric Handel,Antonio Salvi,"Theatre Royal, Glasgow",2016-02-20
9811,Ariodante,George Frideric Handel,Antonio Salvi,"Festival Theatre, Edinburgh",2016-02-24
9812,Ariodante,George Frideric Handel,Antonio Salvi,"Theatre Royal, Glasgow",2016-02-17
9813,Handel's Ariosto:Passions and Performance,,,Younger Hall,2016-02-19
9814,Ariodante,George Frideric Handel,Antonio Salvi,"Theatre Royal, Glasgow",2016-02-20
9815,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Assembly Roxy,2016-02-23
9816,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Assembly Roxy,2016-02-24
9817,Ariodante,George Frideric Handel,Antonio Salvi,"Festival Theatre, Edinburgh",2016-02-25
9818,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Assembly Roxy,2016-02-25
9819,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Assembly Roxy,2016-02-26
9820,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Assembly Roxy,2016-02-27
9821,Opera Highlights,,,Ross Institute,2016-02-25
9822,Opera Highlights,,,Strathpeffer Pavilion,2016-02-27
9823,Opera Highlights,,,"Arts Centre, Birnam",2016-03-01
9824,Opera Highlights,,,"Burgh Hall, Cove",2016-03-03
9825,Opera Highlights,,,"Town Hall, Markinch",2016-03-05
9826,Opera Highlights,,,"Town Hall, Lossiemouth",2016-03-08
9827,Opera Highlights,,,"Village Hall, Braemar",2016-03-12
9828,Opera Highlights,,,"Heart of Hawick, Tower Mill",2016-03-15
9829,Opera Highlights,,,"Victoria Hall, Dunblane",2016-03-17
9830,Opera Highlights,,,East Kilbride Village Theatre,2016-03-19
9831,Ariodante,George Frideric Handel,Antonio Salvi,"Festival Theatre, Edinburgh",2016-02-27
9832,Ariodante,George Frideric Handel,Antonio Salvi,"Festival Theatre, Edinburgh",2016-02-27
9833,Mavra,Igor Stravinsky,Boris Kochno,Alexander Gibson Opera Studio (RSAMD),2016-02-27
9834,Mavra,Igor Stravinsky,Boris Kochno,Alexander Gibson Opera Studio (RSAMD),2016-02-28
9835,Mavra,Igor Stravinsky,Boris Kochno,Alexander Gibson Opera Studio (RSAMD),2016-03-02
9836,Mavra,Igor Stravinsky,Boris Kochno,Alexander Gibson Opera Studio (RSAMD),2016-03-05
9837,Bear,William Walton,Paul Dehn,Alexander Gibson Opera Studio (RSAMD),2016-02-27
9838,Bear,William Walton,Paul Dehn,Alexander Gibson Opera Studio (RSAMD),2016-02-28
9839,Bear,William Walton,Paul Dehn,Alexander Gibson Opera Studio (RSAMD),2016-03-02
9840,Bear,William Walton,Paul Dehn,Alexander Gibson Opera Studio (RSAMD),2016-03-05
9841,Gala concert,,,"Town Hall, Ayr",2016-02-27
9842,Sunday Series - Wagner,,,"Theatre Royal, Glasgow",2016-02-28
9843,Wagner's Place in the development of the idiom of brass instruments,,,Edinburgh Society of Musicians,2016-02-28
9844,Introducing Opera,,,Edinburgh Society of Musicians,2016-03-02
9845,Introducing Opera,,,Edinburgh Society of Musicians,2016-03-09
9846,Introducing Opera,,,Edinburgh Society of Musicians,2016-03-16
9847,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"St Andrew's Cathedral, Aberdeen",2016-03-02
9848,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"St Andrew's Cathedral, Aberdeen",2016-03-04
9849,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"St Andrew's Cathedral, Aberdeen",2016-03-05
9850,Masterclass with Donald Runnicles,,,Royal Conservatoire of Scotland,2016-03-03
9851,Friends of Scottish Opera March,,,Friends of Scottish Opera,2016-03-05
9852,Friends of Scottish Opera March,,,Friends of Scottish Opera,2016-03-06
9853,Friends of Scottish Opera March,,,Friends of Scottish Opera,2016-03-13
9854,Friends of Scottish Opera March,,,Friends of Scottish Opera,2016-03-18
9855,Friends of Scottish Opera March,,,Friends of Scottish Opera,2016-03-23
9856,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Royal Concert Hall, Glasgow",2016-03-08
9857,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Playhouse Theatre, Edinburgh",2016-03-11
9858,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Royal Concert Hall, Glasgow",2016-03-09
9859,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Playhouse Theatre, Edinburgh",2016-03-12
9860,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Caird Hall,2016-03-13
9861,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Playhouse Theatre, Edinburgh",2016-03-10
9862,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Pitlochry",2016-03-12
9863,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Church Hill Theatre,2016-03-16
9864,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Church Hill Theatre,2016-03-18
9865,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Church Hill Theatre,2016-03-19
9866,Opera Scenes 1,,,Royal Conservatoire of Scotland,2016-03-17
9867,Opera Scenes 1,,,Royal Conservatoire of Scotland,2016-03-18
9868,Scozzesi concert,,,Overton Church,2016-03-18
9869,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",2016-03-19
9870,Canterbury Pilgrims,,,"St Cuthbert's Parish Church, Edinburgh",2016-03-19
9871,Creation,Franz Joseph Haydn,Gottfried van Swieten,Caird Hall,2016-03-20
9872,Cox and Box,,,West Brewery,2016-03-29
9873,Cox and Box,,,West Brewery,2016-03-30
9874,Introducing Opera,,,Edinburgh Society of Musicians,2016-03-30
9875,Introducing Opera,,,Edinburgh Society of Musicians,2016-04-06
9876,Introducing Opera,,,Edinburgh Society of Musicians,2016-04-13
9877,Introducing Opera,,,Edinburgh Society of Musicians,2016-04-20
9878,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-02
9879,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-03
9880,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-07
9881,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-16
9882,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-17
9883,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-22
9884,Wagner and the Third Reich,,,Edinburgh Society of Musicians,2016-04-03
9885,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Theatre Royal, Glasgow",2016-04-05
9886,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Theatre Royal, Glasgow",2016-04-07
9887,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Theatre Royal, Glasgow",2016-04-09
9888,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Festival Theatre, Edinburgh",2016-04-14
9889,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Festival Theatre, Edinburgh",2016-04-16
9890,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Theatre Royal, Glasgow",2016-04-08
9891,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Festival Theatre, Edinburgh",2016-04-15
9892,Cabinet of Dr Caligari,,,Woodside Halls,2016-04-09
9893,Cabinet of Dr Caligari,,,Woodside Halls,2016-04-09
9894,Cabinet of Dr Caligari,,,Woodside Halls,2016-04-10
9895,Cabinet of Dr Caligari,,,Woodside Halls,2016-04-10
9896,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Theatre Royal, Glasgow",2016-04-09
9897,Rusalka,Antonín Dvořák,Jaroslav Kvapil,"Festival Theatre, Edinburgh",2016-04-16
9898,Walküre,,,Usher Hall,2016-04-10
9899,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"MacRobert Building, University of Aberdeen",2016-04-15
9900,"Orlando Furioso 1516-2016 One source, many stories",,,Byre Theatre,2016-04-20
9901,"Semiotics, Post-structuralism and Leitmotifs",,,Edinburgh Society of Musicians,2016-04-24
9902,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-27
9903,Friends of Scottish Opera April,,,Friends of Scottish Opera,2016-04-27
9904,Introducing Opera,,,Edinburgh Society of Musicians,2016-04-27
9905,Introducing Opera,,,Edinburgh Society of Musicians,2016-05-04
9906,Introducing Opera,,,Edinburgh Society of Musicians,2016-05-11
9907,Introducing Opera,,,Edinburgh Society of Musicians,2016-05-18
9908,Friends of Scottish Opera May,,,Friends of Scottish Opera,2016-05-01
9909,Friends of Scottish Opera May,,,Friends of Scottish Opera,2016-05-01
9910,Friends of Scottish Opera May,,,Friends of Scottish Opera,2016-05-08
9911,Opening concert,,,Royal Conservatoire of Scotland,2016-05-03
9912,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-05
9913,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-07
9914,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-08
9915,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-12
9916,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-13
9917,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-14
9918,Mikado,Arthur Sullivan,William S Gilbert,Eden Court Theatre,2016-05-19
9919,Mikado,Arthur Sullivan,William S Gilbert,Eden Court Theatre,2016-05-20
9920,Mikado,Arthur Sullivan,William S Gilbert,Eden Court Theatre,2016-05-21
9921,Mikado,Arthur Sullivan,William S Gilbert,Eden Court Theatre,2016-05-21
9922,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-07
9923,Mikado,Arthur Sullivan,William S Gilbert,Eden Court Theatre,2016-05-21
9924,Owen Wingrave,Benjamin Britten,Myfanwy Piper,New Athenaeum Theatre,2016-05-07
9925,Owen Wingrave,Benjamin Britten,Myfanwy Piper,New Athenaeum Theatre,2016-05-09
9926,Owen Wingrave,Benjamin Britten,Myfanwy Piper,New Athenaeum Theatre,2016-05-11
9927,Owen Wingrave,Benjamin Britten,Myfanwy Piper,New Athenaeum Theatre,2016-05-13
9928,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",2016-05-11
9929,Mikado,Arthur Sullivan,William S Gilbert,Eden Court Theatre,2016-05-18
9930,Sunday Series - Mozart and Strauss,,,"Theatre Royal, Glasgow",2016-05-15
9931,Soldier's Tale,,,Assembly Hall,2016-05-16
9932,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Concert Hall,2016-05-19
9933,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2016-05-20
9934,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,Perth Oasis,2016-05-20
9935,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Mechanics' Institute, Brechin",2016-05-21
9936,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Chaplaincy Centre, Dundee",2016-05-22
9937,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Easterbrook Hall,2016-05-20
9938,Mikado,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",2016-05-25
9939,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-04
9940,Mikado,Arthur Sullivan,William S Gilbert,"Grand Opera House, Belfast",2016-06-11
9941,Opera Scenes 2,,,Royal Conservatoire of Scotland,2016-05-26
9942,Opera Scenes 2,,,Royal Conservatoire of Scotland,2016-05-27
9943,Mikado,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",2016-05-26
9944,Mikado,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",2016-05-27
9945,Mikado,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",2016-05-28
9946,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-01
9947,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-02
9948,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-03
9949,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-04
9950,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-05
9951,Mikado,Arthur Sullivan,William S Gilbert,"Grand Opera House, Belfast",2016-06-09
9952,Mikado,Arthur Sullivan,William S Gilbert,"Grand Opera House, Belfast",2016-06-10
9953,Mikado,Arthur Sullivan,William S Gilbert,"Grand Opera House, Belfast",2016-06-11
9954,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-15
9955,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-16
9956,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-16
9957,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-17
9958,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-18
9959,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-18
9960,Mikado,Arthur Sullivan,William S Gilbert,"Hippodrome, Bristol",2016-06-22
9961,Mikado,Arthur Sullivan,William S Gilbert,"Hippodrome, Bristol",2016-06-23
9962,Mikado,Arthur Sullivan,William S Gilbert,"Hippodrome, Bristol",2016-06-23
9963,Mikado,Arthur Sullivan,William S Gilbert,"Hippodrome, Bristol",2016-06-24
9964,Little White Town of Never Weary,,,"Parish Church Hall, Kirkcudbright",2016-05-28
9965,Little White Town of Never Weary,,,"Parish Church Hall, Kirkcudbright",2016-05-28
9966,Pop-up Opera Roadshow,,,Perth Concert Hall,2016-05-28
9967,Pop-up Opera Roadshow,,,Perth Concert Hall,2016-05-29
9968,Mikado,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",2016-05-28
9969,Mikado,Arthur Sullivan,William S Gilbert,"Festival Theatre, Edinburgh",2016-06-04
9970,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Newcastle",2016-06-18
9971,Opera Scenes 3,,,Royal Conservatoire of Scotland,2016-06-03
9972,Opera Scenes 3,,,Royal Conservatoire of Scotland,2016-06-04
9973,Nurturing Wagner Voices,,,Edinburgh Society of Musicians,2016-06-05
9974,Iris Murder,,,"Cottier Theatre, Glasgow",2016-06-10
9975,Iris Murder,,,Traverse Theatre,2016-06-12
9976,Iris Murder,,,"Orkney Theatre, Kirkwall",2016-06-20
9977,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Orkney Theatre, Kirkwall",2016-06-16
9978,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Orkney Theatre, Kirkwall",2016-06-18
9979,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Orkney Theatre, Kirkwall",2016-06-19
9980,Turn of the Screw,Benjamin Britten,Myfanwy Piper,Byre Theatre,2016-06-22
9981,Turn of the Screw,Benjamin Britten,Myfanwy Piper,Byre Theatre,2016-06-23
9982,Turn of the Screw,Benjamin Britten,Myfanwy Piper,Byre Theatre,2016-06-24
9983,Dido and Aeneas,Henry Purcell,Nahum Tate,St Magnus Cathedral,2016-06-22
9984,Mikado,Arthur Sullivan,William S Gilbert,"Hippodrome, Bristol",2016-06-25
9985,Mikado,Arthur Sullivan,William S Gilbert,"Hippodrome, Bristol",2016-06-25
9986,Mikado,Arthur Sullivan,William S Gilbert,Mayflower Theatre,2016-06-29
9987,Mikado,Arthur Sullivan,William S Gilbert,Mayflower Theatre,2016-06-30
9988,Mikado,Arthur Sullivan,William S Gilbert,Mayflower Theatre,2016-06-30
