,Work,Theatre,City,country,date
385,Orpheus in the Underworld,Scott Theatre,Adelaide,SA,2009-05-12
386,Jerry Springer: The Opera,Concert Hall (Sydney Opera House),Sydney,NSW,2009-04-21
387,Rembrandt's Wife,Merlyn Theatre,Southbank,VIC,2009-04-18
388,AvaTära - The Opera,Space 28,Southbank,VIC,2009-04-16
389,King Lear,Theatre Royal,Hobart,TAS,2009-04-04
390,King Lear,Princess Theatre,Launceston,TAS,2009-04-02
391,The Lunch Box,The Playhouse Theatre,Hobart,TAS,2009-03-26
392,The Marriage of Figaro,His Majesty's Theatre,Perth,WA,2009-03-21
393,The Shouting Fence,The Opera Studio,Netley,SA,2009-03-19
394,Werther,Opera Theatre (Sydney Opera House),Sydney,NSW,2009-03-12
395,A Flowering Tree,Perth Concert Hall,Perth,WA,2009-03-06
396,Lady Macbeth of Mtsensk,Opera Theatre (Sydney Opera House),Sydney,NSW,2009-03-03
397,The Fairy Queen,Tom Mann Theatre,Surry Hills,NSW,2009-02-19
398,Nostalgia,Perth Convention and Exhibition Centre,Perth,WA,2009-02-13
399,The Elixir of Love,Supreme Court Gardens,Perth,WA,2009-02-07
400,The Magic Flute  (Die Zauberflote),Opera Theatre (Sydney Opera House),Sydney,NSW,2009-01-22
401,Cavalleria Rusticana / Pagliacci,Opera Theatre (Sydney Opera House),Sydney,NSW,2009-01-10
402,Dear Edwina,The Opera Studio,Netley,SA,2009-01-01
403,Madame Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-12-30
404,David and Jonathan,City Recital Hall,Sydney,NSW,2008-12-03
405,Orlando,State Theatre,Melbourne,VIC,2008-11-27
406,Faust,Rockdale Town Hall,Rockdale,NSW,2008-11-22
407,Otello,State Theatre,Melbourne,VIC,2008-11-18
408,Madama Butterfly,State Theatre,Melbourne,VIC,2008-11-11
409,Rigoletto,Festival Theatre,Adelaide,SA,2008-11-08
410,Home Of The Brave (An Intimate Opera),La Mama,Carlton,VIC,2008-11-08
411,Aida,His Majesty's Theatre,Perth,WA,2008-10-29
412,Turandot,Lyric Theatre,South Brisbane,QLD,2008-10-18
413,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-10-14
414,The Makropulos Secret,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-10-07
415,The Happy Prince,Space 28,Southbank,VIC,2008-10-03
416,Madame Butterfly,Her Majesty's Theatre,Adelaide,SA,2008-10-01
417,Madame Butterfly,Mildura Arts Centre,Mildura  ,VIC,2008-09-26
418,Madame Butterfly,Broken Hill Entertainment Centre,Broken Hill,NSW,2008-09-24
419,Billy Budd,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-09-24
420,Madame Butterfly,Sportz Central,Coffs Harbour,NSW,2008-09-20
421,Madame Butterfly,Port Macquarie Panthers,Port Macquarie,NSW,2008-09-16
422,Madame Butterfly,Grafton High School,Grafton,NSW,2008-09-13
423,Madame Butterfly,Lazenby Hall,Armidale,NSW,2008-09-09
424,Madame Butterfly,Civic Theatre,Newcastle,NSW,2008-09-05
425,The Pearlfishers,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-09-04
426,Madame Butterfly,Wagga Wagga Civic Theatre,Wagga Wagga,NSW,2008-09-02
427,The Music of the Night,Statement Lounge,Sydney,NSW,2008-08-31
428,My Fair Lady,Lyric Theatre,South Brisbane,QLD,2008-08-31
429,The Marriage of Figaro,Festival Theatre,Adelaide,SA,2008-08-30
430,Madame Butterfly,Paradise Palladium Theatre,Morundah,NSW,2008-08-29
431,Madame Butterfly,Albury Convention and Performing Arts Centre,Albury,NSW,2008-08-27
432,Madame Butterfly,Illawarra Performing Arts Centre,Wollongong,NSW,2008-08-21
433,Gods and Sinners,Independent Theatre,North Sydney,NSW,2008-08-20
434,Orlando,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-08-18
435,Cantonese Opera Delights,The Playhouse,Darwin,NT,2008-08-16
436,Madame Butterfly,Riverside Theatres,Parramatta,NSW,2008-08-15
437,La Traviata,Community Hall,Margaret River,WA,2008-08-15
438,La Traviata,Mandurah Performing Arts Centre,Mandurah,WA,2008-08-14
439,Madame Butterfly,Dame Joan Sutherland Performing Arts Centre,Penrith,NSW,2008-08-12
440,The Elixir of Love,Merlyn Theatre,Southbank,VIC,2008-08-11
441,La Traviata,Esperance Civic Centre,Esperance,WA,2008-08-09
442,Madame Butterfly,Dubbo Civic Centre,Dubbo,NSW,2008-08-09
443,Madame Butterfly,Orange Civic Theatre,Orange,NSW,2008-08-07
444,La Traviata,Albany Town Hall Theatre,Albany,WA,2008-08-07
445,The Magic Flute,Gold Coast Arts Centre,Surfers Paradise,QLD,2008-08-07
446,Madame Butterfly,Cowra Civic Centre,Cowra,NSW,2008-08-05
447,The Barber of Seville,His Majesty's Theatre,Perth,WA,2008-08-05
448,La Traviata,Queens Park Theatre,Geraldton,WA,2008-08-04
449,La Traviata,Carnarvon Civic Centre,Carnarvon  ,WA,2008-08-03
450,Madame Butterfly,Griffith Regional Theatre,Griffith,NSW,2008-08-02
451,Fra Diavolo,Rockdale Town Hall,Rockdale,NSW,2008-08-02
452,La Traviata,Walkington Theatre,Karratha,WA,2008-08-01
453,Madame Butterfly,Swan Hill Town Hall,Swan Hill,VIC,2008-07-31
454,Lucia di Lammermoor,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-07-30
455,La Traviata,Matt Dann Cultural Centre,Port Hedland,WA,2008-07-30
456,Madame Butterfly,Her Majesty's Theatre,Ballarat,VIC,2008-07-29
457,Opera At Brookfield,Brookfield Showgrounds,Brookfield,QLD,2008-07-27
458,La Traviata,Civic Centre,Derby,WA,2008-07-26
459,Madame Butterfly,Theatre Royal,Hobart,TAS,2008-07-24
460,La Traviata,Leisure Centre,Kununurra,WA,2008-07-24
461,The Kingdom Of Desire,Playhouse,South Bank,QLD,2008-07-23
462,Madame Butterfly,The Capital - Bendigo's Performing Arts Centre,Bendigo,VIC,2008-07-22
463,La Traviata,St Joseph's College,Katherine East,NT,2008-07-22
464,La Traviata,Jabiru Community Hall,Jabiru ,NT,2008-07-20
465,La Traviata,The Amphitheatre,Darwin,NT,2008-07-19
466,Madame Butterfly,Clocktower Centre,Moonee Ponds,VIC,2008-07-18
467,Otello,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-07-18
468,The Coronation of Poppea,South Melbourne Town Hall,South Melbourne,VIC,2008-07-18
469,Madame Butterfly,Karralyka Centre,Ringwood East,VIC,2008-07-17
470,Madame Butterfly,Wellington Entertainment Centre,Sale,VIC,2008-07-15
471,Madame Butterfly,Wyndham Cultural Centre,Werribee,VIC,2008-07-12
472,The Magic Flute,Conservatorium Theatre,South Bank,QLD,2008-07-12
473,La Traviata,Nautilus Theatre,Port Lincoln,SA,2008-07-12
474,La Traviata,Middleback Theatre,Whyalla,SA,2008-07-11
475,La Traviata,Northern Festival Centre,Port Pirie,SA,2008-07-10
476,Madame Butterfly,Whitehorse Centre,Nunawading,VIC,2008-07-10
477,Madame Butterfly,Frankston Arts Centre,Frankston,VIC,2008-07-08
478,Fidelio,Melba Hall,Parkville,VIC,2008-07-07
479,La Traviata,Sir Robert Helpmann Theatre,Mount Gambier,SA,2008-07-07
480,Madame Butterfly,Drum Theatre,Dandenong,VIC,2008-07-05
481,La Traviata,Noarlunga College Theatre,Noarlunga,SA,2008-07-05
482,Don Giovanni,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-07-05
483,La Traviata,Brenton Langbein Theatre,Tanunda,SA,2008-07-04
485,The Marriage of Figaro,Athenaeum Theatre,Melbourne,VIC,2008-06-28
486,Figaro to Phantom,Melbourne Town Hall,Melbourne,VIC,2008-06-20
487,The Children's Bach,Merlyn Theatre,Southbank,VIC,2008-06-19
488,Wounding Song,Illawarra Performing Arts Centre,Wollongong,NSW,2008-06-04
489,Through The Looking Glass,Merlyn Theatre,Southbank,VIC,2008-05-17
490,La Traviata,Casterton Town Hall,Casterton,VIC,2008-05-17
491,The Barber of Seville,Lyric Theatre,South Brisbane,QLD,2008-05-17
492,La Traviata,The Poplars Winery,Coonawarra,SA,2008-05-16
493,La Traviata,Palais Theatre,Nyngan,NSW,2008-05-12
494,La Traviata,Goondiwindi Waggamba Community Cultural Centre,Goondiwindi,QLD,2008-05-09
495,La Traviata,Boonah Cultural Centre,Boonah,QLD,2008-05-07
496,La Traviata,Byron Entertainment Centre,Byron Bay,NSW,2008-05-03
497,La Traviata,Ipswich Civic Hall,Ipswich,QLD,2008-05-02
498,Arabella,State Theatre,Melbourne,VIC,2008-04-30
499,La Traviata,Memorial Service Club,Cobar,NSW,2008-04-29
500,Carmen,State Theatre,Melbourne,VIC,2008-04-29
501,La Traviata,Dubbo Civic Centre,Dubbo,NSW,2008-04-27
502,La Traviata,St Clement's Monastery,Galong,NSW,2008-04-25
503,La Traviata,Orange Civic Theatre,Orange,NSW,2008-04-23
505,La Traviata,The Warehouse,Surry Hills,NSW,2008-04-21
506,La Traviata,Civic Centre,Ulladulla,NSW,2008-04-18
507,Il Re Pastore (The Shepherd King),Chapel Off Chapel,Prahran,VIC,2008-04-18
508,Un Ballo in Maschera ( A Masked Ball),State Theatre,Melbourne,VIC,2008-04-16
509,La Traviata,Eden High School Auditorium,Merimbula,NSW,2008-04-16
510,La Traviata,The Warehouse,Derrimut,VIC,2008-04-14
511,La Traviata,Athenaeum Club,Melbourne,VIC,2008-04-11
512,La Traviata,Cultural Centre,Cowes,VIC,2008-04-10
513,La Traviata,The Paramount ,Echuca,VIC,2008-04-08
514,La Traviata,Waring Gardens,Deniliquin,NSW,2008-04-06
515,La Boheme,Canberra Theatre,Canberra,ACT,2008-04-05
517,La Traviata,Canberra Girls Grammar School Performance Hall,Deakin,ACT,2008-04-04
518,La Traviata,Recreational Reserve,Tocumwal,NSW,2008-04-02
519,La Traviata,Theatre Royal,Balranald,NSW,2008-04-01
520,The Magic Flute,His Majesty's Theatre,Perth,WA,2008-03-31
521,La Traviata,Royal Mail Hotel Lawn,Dunkeld,VIC,2008-03-29
522,Arabella,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-03-07
523,La Boheme,Athenaeum Theatre,Melbourne,VIC,2008-03-05
524,Ingkata,The Opera Studio,Netley,SA,2008-03-01
525,Erwin and Elmire,Central Hall,Fitzroy,VIC,2008-02-29
526,Ainadamar (Festival of Tears),Festival Theatre,Adelaide,SA,2008-02-29
527,Madama Butterfly,Supreme Court Gardens,Perth,WA,2008-02-22
528,African Queen,The Blue Room Theatre,Northbridge,WA,2008-02-22
529,Un Ballo in Maschera - A Masked Ball,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-02-20
530,Maria de Beunos Aires,The Playhouse,Civic Square,ACT,2008-02-15
531,La Boheme,Domain,Sydney,NSW,2008-02-02
532,Carmen,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-01-24
533,Insert The Name Of The Person You Love,Pilgrim Theatre,Sydney,NSW,2008-01-23
534,La Cenerentola (Cinderella),Opera Theatre (Sydney Opera House),Sydney,NSW,2008-01-12
535,Jose Carreras in Concert,Concert Hall (Sydney Opera House),Sydney,NSW,2008-01-04
536,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,2008-01-04
537,The Mikado,Whitehorse Centre,Nunawading,VIC,2008-01-01
538,The Elixer of Love,Victoria,,VIC,2008-01-01
539,Dear Edwina,The Opera Studio,Netley,SA,2008-01-01
540,Underneath,The Opera Studio,Netley,SA,2008-01-01
541,Turandot,Festival Theatre,Adelaide,SA,2008-01-01
542,Broadway in the Barracks,Troopers Barracks,Port Augusta,SA,2008-01-01
544,The Kelly Women,Street 1,Acton,ACT,2007-12-13
545,Juditha Triumphans,City Recital Hall,Sydney,NSW,2007-12-05
546,Alcina,State Theatre,Melbourne,VIC,2007-12-01
547,The Pearlfishers,Sidney Myer Music Bowl,Melbourne,VIC,2007-11-23
548,The Gondoliers,St Martins Youth Arts Centre,South Yarra,VIC,2007-11-23
549,The Tales of Hoffmann,State Theatre,Melbourne,VIC,2007-11-21
550,Confessions of a Queer Soprano,Queens Arms Cabaret,Adelaide,SA,2007-11-20
551,L'Elisir d'Amore (The Elixir of Love) ,Rockdale Town Hall,Rockdale,NSW,2007-11-17
552,Don Giovanni,State Theatre,Melbourne,VIC,2007-11-14
553,Il Barbiere di Siviglia (The Barber of Seville),Festival Theatre,Adelaide,SA,2007-11-10
554,Keating!,York Theatre,Chippendale,NSW,2007-11-07
555,Cosi Fan Tutte,Warrnambool Regional Performing Arts Centre,Warrnambool,VIC,2007-11-06
556,Cosi Fan Tutte,Geelong Performing Arts Centre,Geelong,VIC,2007-11-03
557,Cosi Fan Tutte,Ballarat Civic Hall,Ballarat,VIC,2007-11-01
558,Cosi Fan Tutte,Frankston Arts Centre,Frankston,VIC,2007-10-30
559,Cosi Fan Tutte,Ford Theatre,Geelong,VIC,2007-10-30
560,La Boheme,His Majesty's Theatre,Perth,WA,2007-10-27
561,Cosi Fan Tutte,Westside Performing Arts Centre,Mooroopna,VIC,2007-10-25
562,Cosi Fan Tutte,The Capital - Bendigo's Performing Arts Centre,Bendigo,VIC,2007-10-23
563,Cosi Fan Tutte,Wellington Entertainment Centre,Sale,VIC,2007-10-20
564,Don John of Austria,City Recital Hall,Sydney,NSW,2007-10-18
565,Nabucco,Lyric Theatre,South Brisbane,QLD,2007-10-13
566,Cosi Fan Tutte,Box Hill Town Hall,Box Hill,VIC,2007-10-11
567,Tannhauser,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-10-08
568,Cosi Fan Tutte,Clocktower Centre,Moonee Ponds,VIC,2007-10-08
569,The Italian Girl in Algiers,Athenaeum Theatre,Melbourne,VIC,2007-10-06
570,Dead Man Walking,State Theatre,Sydney,NSW,2007-09-27
571,The Magic Flute,ANU Arts Centre,Acton,ACT,2007-09-21
572,Cosi Fan Tutte,Hunter Theatre,Broadmeadow,NSW,2007-09-18
573,Crossing Live,Merlyn Theatre,Southbank,VIC,2007-09-15
574,Attila,BMW Edge,Melbourne,VIC,2007-09-14
575,The Pirates of Penzance,Illawarra Performing Arts Centre,Wollongong,NSW,2007-09-14
576,Orfeo ed Euridice,Conservatorium Theatre,South Bank,QLD,2007-09-09
577,Suor Angelica / Cavalleria Rusticana,Athenaeum Theatre,Melbourne,VIC,2007-09-04
578,The Tales of Hoffmann,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-09-01
579,Un Ballo in Maschera ( A Masked Ball),Festival Theatre,Adelaide,SA,2007-09-01
580,Cosi Fan Tutte,Laycock Street Theatre,North Gosford,NSW,2007-09-01
581,La Traviata - en miniature,German Club Tivoli,Prahran,VIC,2007-08-28
582,The Barber of Seville,Riverside Theatres,Parramatta,NSW,2007-08-27
583,Highlights of Opera,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-08-26
584,The Hive,Arts House Meat Market ,North Melbourne,VIC,2007-08-23
585,"Il Trittico: Il Tabarro, Suor Angelica, Gianni Schicchi",Opera Theatre (Sydney Opera House),Sydney,NSW,2007-08-17
586,The Magic Flute,Music Auditorium,Clayton,VIC,2007-08-17
587,Rigoletto,His Majesty's Theatre,Perth,WA,2007-08-14
588,The Barber of Seville,Independent Theatre,North Sydney,NSW,2007-08-09
589,Orphee et Eurydice,Her Majesty's Theatre,Melbourne,VIC,2007-08-07
590,La Cenerentola (Cinderella),Chapel Off Chapel,Prahran,VIC,2007-08-03
591,The Marriage of Figaro,St Philip's Church,O'Connor,ACT,2007-08-02
592,A Streetcar Named Desire,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-08-02
593,L'Elisir d'Amore (The Elixir of Love),Festival Theatre,Adelaide,SA,2007-07-28
594,Julia Migenes: Diva on the Verge,Concert Hall (Sydney Opera House),Sydney,NSW,2007-07-27
595,The Love of the Nightingale,Her Majesty's Theatre,Melbourne,VIC,2007-07-27
596,The Girl of the Golden West,Hamer Hall,Melbourne,VIC,2007-07-26
597,The Love of the Nightingale,Playhouse,South Bank,QLD,2007-07-13
598,The Abduction from the Seraglio,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-07-13
599,Il Trovatore,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-07-03
601,Il Barbiere di Siviglia (The Barber of Seville),Opera Theatre (Sydney Opera House),Sydney,NSW,2007-06-26
602,Keating!,York Theatre,Chippendale,NSW,2007-06-20
603,Lucia di Lammermoor,BMW Edge,Melbourne,VIC,2007-06-20
604,Carmen,Warrnambool Regional Performing Arts Centre,Warrnambool,VIC,2007-06-16
605,Carmen,Athenaeum Theatre,Melbourne,VIC,2007-06-02
606,The Medium,Chapel Off Chapel,Prahran,VIC,2007-06-02
607,Snow Queen,National Theatre,St Kilda,VIC,2007-06-01
608,Madam Butterfly,Riverside Theatres,Parramatta,NSW,2007-05-24
609,Madama Butterfly,Lyric Theatre,South Brisbane,QLD,2007-05-19
610,Little Women,Dunstan Playhouse,Adelaide,SA,2007-05-19
611,Little Woman,Dunstan Playhouse,Adelaide,SA,2007-05-19
612,Rusalka,State Theatre,Melbourne,VIC,2007-04-26
613,Il Trovatore,State Theatre,Melbourne,VIC,2007-04-20
614,Phobia,Alexander Theatre,Clayton,VIC,2007-04-20
615,The Barber of Seville,State Theatre,Melbourne,VIC,2007-04-14
616,Madame Butterfly,Benalla Performing Arts Centre,Benalla,VIC,2007-04-14
617,Mozart Versus Salieri,Chapel Off Chapel,Prahran,VIC,2007-04-13
618,The Opera Burlesque,Athenaeum Theatre,Melbourne,VIC,2007-04-08
619,Nigredo Hotel,Wattle Gully Mine Shed,Chewton,VIC,2007-04-07
620,The Barber of Seville,Castlemaine Town Hall,Castlemaine,VIC,2007-03-30
621,Carmina Burana,Concert Hall (Sydney Opera House),Sydney,NSW,2007-03-27
622,Keating!,The Playhouse,Civic Square,ACT,2007-03-26
623,Entwined,Hobart Town Hall,Hobart,TAS,2007-03-25
624,Madame Butterfly,Geelong Performing Arts Centre,Geelong,VIC,2007-03-17
625,Opera on the Big Screen: La Traviata,Forecourt (Sydney Opera House),Sydney,NSW,2007-03-10
626,Rusalka,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-03-09
627,Keating!,York Theatre,Chippendale,NSW,2007-03-09
628,Madame Butterfly,Plenty Ranges Arts and Convention Centre,South Morang,VIC,2007-03-03
629,Keating!,Octagon Theatre,Crawley,WA,2007-02-27
630,Hansel and Gretel,Lithuanian Club,North Melbourne,VIC,2007-02-23
631,Alcina,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-02-23
632,Keating!,Albany Town Hall Theatre,Albany,WA,2007-02-22
633,Satyagraha,Dunstan Playhouse,Adelaide,SA,2007-02-20
634,Opera By the Lake,"Rond Terrace, Lake Burley Griffin, Canberra",Parkes,ACT,2007-02-18
635,Les Noces / Oedipus Rex,Hamer Hall,Melbourne,VIC,2007-02-17
636,Madame Butterfly,Her Majesty's Theatre,Melbourne,VIC,2007-02-16
637,Orpheus In The Underworld,Supreme Court Gardens,Perth,WA,2007-02-16
638,"A Thousand Doors, A Thousand Windows",Street 1,Acton,ACT,2007-02-10
639,The Love of the Nightingale,His Majesty's Theatre,Perth,WA,2007-02-10
640,Keating!,Illawarra Performing Arts Centre,Wollongong,NSW,2007-02-06
641,Keating!,The Playhouse,Civic Square,ACT,2007-01-30
642,Turandot,Domain,Sydney,NSW,2007-01-27
643,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-01-10
644,The Marriage of Figaro,Opera Theatre (Sydney Opera House),Sydney,NSW,2007-01-02
645,Bravus,Hamer Hall,Melbourne,VIC,2007-01-01
646,Nelson,Victoria,,VIC,2007-01-01
647,Idomeneo,City Recital Hall,Sydney,NSW,2006-12-06
648,Julius Caesar,State Theatre,Melbourne,VIC,2006-12-01
649,The Marriage of Figaro / Le Nozze di Figaro,State Theatre,Melbourne,VIC,2006-11-23
650,Don Giovanni,Rockdale Town Hall,Rockdale,NSW,2006-11-18
651,Turandot,State Theatre,Melbourne,VIC,2006-11-14
652,Nabucco,Festival Theatre,Adelaide,SA,2006-11-11
653,Keating!,Belvoir Street Theatre,Surry Hills,NSW,2006-11-11
654,Tristan and Isolde,His Majesty's Theatre,Perth,WA,2006-11-04
655,Bastien and Bastienne,The Opera Studio,Netley,SA,2006-11-01
656,Operatunity Oz - Rigoletto,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-10-24
657,Lucia di Lammermoor,Lyric Theatre,South Brisbane,QLD,2006-10-14
658,Julius Caesar,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-10-05
659,The Portrait,The Street Theatre,Acton,ACT,2006-09-25
660,Jenufa,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-09-20
661,Nigredo Hotel,The Street Theatre,Acton,ACT,2006-09-14
662,Porgy and Bess,Derwent Entertainment Centre,Glenorchy,TAS,2006-09-08
663,Porgy and Bess,Bunbury Regional Entertainment Centre,Bunbury,WA,2006-09-05
664,Rigoletto,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-09-01
665,Porgy and Bess,His Majesty's Theatre,Perth,WA,2006-08-29
666,Highlights of Opera,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-08-27
667,Carmen,Riverside Theatres,Parramatta,NSW,2006-08-24
668,Batavia,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-08-19
669,Cosi Fan Tutte,Her Majesty's Theatre,Melbourne,VIC,2006-08-19
670,Porgy and Bess,State Theatre,Melbourne,VIC,2006-08-15
671,Porgy and Bess,Canberra Theatre,Canberra,ACT,2006-08-08
673,Cosi Fan Tutte,USQ Concert Hall,Toowoomba,QLD,2006-08-02
674,Carmen,IMB Theatre,Wollongong,NSW,2006-08-02
675,Porgy and Bess,Lyric Theatre,South Brisbane,QLD,2006-08-01
676,Salome,Concert Hall,South Bank,QLD,2006-07-29
677,Bastien and Bastienne,Lake Macquarie City Art Gallery,Booragul,NSW,2006-07-29
678,Moon Spirit Feasting,Judith Wright Centre of Contempory Arts,Fortitude Valley,QLD,2006-07-28
679,Bastien and Bastienne,PAN,Newcastle,NSW,2006-07-28
680,Porgy and Bess,Civic Theatre,Newcastle,NSW,2006-07-28
681,Carmen,Orange Civic Theatre,Orange,NSW,2006-07-27
682,Porgy and Bess,Lyric Theatre,Pyrmont,NSW,2006-07-18
683,Turandot,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-07-14
684,Porgy and Bess,Festival Theatre,Adelaide,SA,2006-07-12
685,La Clemenza di Tito,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-07-05
686,Lakme,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-06-28
687,Princess from the Moon,Llewellyn Hall,Acton,ACT,2006-06-16
688,Einstein on the Beach,Festival Theatre,Adelaide,SA,2006-06-01
689,Romeo and Juliet,Lyric Theatre,South Brisbane,QLD,2006-05-13
690,corRUPTION,Chunky Move Studios,Southbank,VIC,2006-05-10
691,Lakme,State Theatre,Melbourne,VIC,2006-04-27
692,La Traviata,State Theatre,Melbourne,VIC,2006-04-20
693,Don Pasquale,Assembly Hall,Melbourne,VIC,2006-04-19
694,The Rake's Progress,State Theatre,Melbourne,VIC,2006-04-11
695,Don Giovanni,Manning Entertainment Centre,Taree,NSW,2006-04-04
696,Rodelinda,Joan Sutherland Auditorium,Midland,WA,2006-04-01
697,Classic 100 Opera Concert,Concert Hall (Sydney Opera House),Sydney,NSW,2006-03-31
698,Don Giovanni,Canberra Girls Grammar School Performance Hall,Deakin,ACT,2006-03-28
699,Madama Butterfly,His Majesty's Theatre,Perth,WA,2006-03-28
700,Don Giovanni,Bird in Hand Winery,Woodside,SA,2006-03-18
701,The Rake's Progress,Opera Theatre (Sydney Opera House),Sydney,NSW,2006-03-09
702,Il Divo,Concert Hall,South Bank,QLD,2006-03-06
703,Flight,Festival Theatre,Adelaide,SA,2006-03-03
704,Samson and Delilah,Supreme Court Gardens,Perth,WA,2006-02-24
705,The Magic Flute  (Die Zauberflote),Opera Theatre (Sydney Opera House),Sydney,NSW,2006-02-20
