,clean_name,other_names,year_of_birth,year_of_death,place_of_birth,gender,source,operabase_name,stanford_name
217,"Auletta, Pietro","Auletta, Pietro",1698.0,1771.0,Italy,,opera.stanford,,"Auletta, Pietro"
218,"Aumann, Franz Josef","Aumann [Aumonn, Aumon, Auman], Franz Josef [Franz-Seraph, Johann, Leopold]",1728.0,1797.0,Austria,,opera.stanford,,"Aumann [Aumonn, Aumon, Auman], Franz Josef [Franz-Seraph, Johann, Leopold]"
219,"Auric, Georges","Auric, Georges ",1899.0,1983.0,France,,opera.stanford,,"Auric, Georges "
220,"Aurisicchio, Antonio","Aurisicchio [Eurisicchio, Eurisecchio, Orisecchio], Antonio",1710.0,1781.0,Italy,,opera.stanford,,"Aurisicchio [Eurisicchio, Eurisecchio, Orisecchio], Antonio"
221,"Austin, Frederic","Austin, Frederic",1872.0,1952.0,United Kingdom,,opera.stanford,,"Austin, Frederic"
222,"Auteri Manzocchi, Salvatore","Auteri Manzocchi, Salvatore",1845.0,1924.0,Italy,,opera.stanford,,"Auteri Manzocchi, Salvatore"
223,"Auzet, ",Auzet,1964.0,,France,Male,operabase,Auzet,
224,"Averkamp, Anton","Averkamp, Anton",1861.0,1934.0,Netherlands,,opera.stanford,,"Averkamp, Anton"
225,"Avidom, Menahem","Avidom [Mahler-Kalkstein], Menahem",1908.0,1995.0,Ukraine,,opera.stanford,,"Avidom [Mahler-Kalkstein], Menahem"
226,"Avondano, Pedro Pietro Antonio","Avondano, Pedro [Pietro[ Antonio",1714.0,1782.0,Portugal,,opera.stanford,,"Avondano, Pedro [Pietro[ Antonio"
227,"Avossa, Giuseppe","Avossa [d'Avossa, Avosa, Avos, d'Anosa], Giuseppe",1708.0,1796.0,Italy,,opera.stanford,,"Avossa [d'Avossa, Avosa, Avos, d'Anosa], Giuseppe"
228,"Avramovski, ",Avramovski,1943.0,2007.0,Macedonia,Male,operabase,Avramovski,
229,"Avshalomov, Aaron","Avshalomov, Aaron",1894.0,1965.0,Russia,,opera.stanford,,"Avshalomov, Aaron"
230,"Ayres, ",Ayres,1965.0,,United Kingdom,Male,operabase,Ayres,
231,"Azevedo da Silva,","Azevedo da Silva,",,,Brazil,,opera.stanford,,"Azevedo da Silva,"
232,"Azkué, Resurrección María de","Azkué (Aberasturi), Resurrección María de",1864.0,1951.0,Spain,,opera.stanford,,"Azkué (Aberasturi), Resurrección María de"
233,"Azmayparashvili, Shalva","Azmayparashvili, Shalva",1903.0,1957.0,Georgia,,opera.stanford,,"Azmayparashvili, Shalva"
234,"Azopardi, Francesco","Azopardi, Francesco",1748.0,1809.0,Morocco,,opera.stanford,,"Azopardi, Francesco"
235,"Bäck, Sven-Erik","Bäck, Sven-Erik",1919.0,,Sweden,,opera.stanford,,"Bäck, Sven-Erik"
236,"Bárdos, Lajos","Bárdos, Lajos",1899.0,,Hungary,,opera.stanford,,"Bárdos, Lajos"
237,"Bárta, Josef","Bárta [Barrta, Bartha, Bartta], Josef",1746.0,1787.0,Czechia,,opera.stanford,,"Bárta [Barrta, Bartha, Bartta], Josef"
238,"Bázlik, Miroslav","Bázlik, Miroslav",1931.0,,Slovakia,,opera.stanford,,"Bázlik, Miroslav"
239,"Bécaud, Gilbert","Bécaud [Silly, François], Gilbert",1927.0,,France,,opera.stanford,,"Bécaud [Silly, François], Gilbert"
240,Béclard dHarcourt,Béclard d'Harcourt [,,,France,,opera.stanford,,Béclard d'Harcourt [
241,"Béthizy, Jean Laurent de","Béthizy, Jean Laurent de",1709.0,1781.0,France,,opera.stanford,,"Béthizy, Jean Laurent de"
242,"Böcklin von Böcklinsau, Franz Friedrich Siegmund August von,","Böcklin von Böcklinsau, Franz Friedrich Siegmund August von,",1745.0,1813.0,Germany,,opera.stanford,,"Böcklin von Böcklinsau, Franz Friedrich Siegmund August von,"
243,"Böhner, Ludwig","Böhner, (Johann) Ludwig [Louis]",1787.0,1860.0,Germany,,opera.stanford,,"Böhner, (Johann) Ludwig [Louis]"
244,"Börtz, Daniel","Börtz, Daniel",1943.0,,Sweden,,opera.stanford,,"Börtz, Daniel"
245,"Børresen, Hakon","Børresen, (Aksel Ejnar) Hakon",1876.0,1954.0,Denmark,,opera.stanford,,"Børresen, (Aksel Ejnar) Hakon"
246,"Babayev, Andrei","Babayev, Andrei",1923.0,1964.0,Azerbaijan,,opera.stanford,,"Babayev, Andrei"
247,"Babbi, Cristoforo","Babbi, (Pietro Giovanni) Cristoforo (Bartolomeo Gasparre)",1745.0,1814.0,Italy,,opera.stanford,,"Babbi, (Pietro Giovanni) Cristoforo (Bartolomeo Gasparre)"
248,"Bacarisse, Salvador","Bacarisse, Salvador",1898.0,1963.0,Spain,,opera.stanford,,"Bacarisse, Salvador"
249,"Baccelli, Matteo Pantaleone","Baccelli, Matteo Pantaleone [Papia Leone]",1690.0,1760.0,Italy,,opera.stanford,,"Baccelli, Matteo Pantaleone [Papia Leone]"
250,"Bacewicz, Grazyna","Bacewicz, Grazyna",1909.0,1969.0,Poland,,opera.stanford,,"Bacewicz, Grazyna"
251,"Bach, Jan","Bach, Jan (Morris)",1937.0,,United States,,opera.stanford,,"Bach, Jan (Morris)"
252,"Bach, Johann Christian","Bach, Johann [John] Christian",1735.0,1782.0,Germany,,opera.stanford,BachJC,"Bach, Johann [John] Christian"
253,"Bach, Johann Christoph Friedrich","Bach, Johann Christoph Friedrich",1732.0,1795.0,Germany,,opera.stanford,,"Bach, Johann Christoph Friedrich"
254,"Bach, Johann Sebastian ",BachJS,1685.0,1750.0,Germany,Male,operabase,BachJS,
255,"Bach, Leonhard Emil","Bach, Leonhard Emil",1849.0,1902.0,Poland,,opera.stanford,,"Bach, Leonhard Emil"
256,"BachCPE, ",BachCPE,1714.0,1788.0,Germany,Male,operabase,BachCPE,
257,"Bache, Francis Edward","Bache, Francis Edward",1833.0,1858.0,United Kingdom,,opera.stanford,BachE,"Bache, Francis Edward"
258,"Bachelet, Alfred","Bachelet, Alfred",1864.0,1944.0,France,,opera.stanford,,"Bachelet, Alfred"
259,"Bachrich, Sigmund","Bachrich, Sigmund [Sigismund]",1841.0,1913.0,Austria,,opera.stanford,,"Bachrich, Sigmund [Sigismund]"
260,"Bachschmidt, Anton","Bachschmidt [Bachschmid], (Johann) Anton (Adam)",1728.0,1797.0,Austria,,opera.stanford,,"Bachschmidt [Bachschmid], (Johann) Anton (Adam)"
261,"Backman, ",Backman,1961.0,,Sweden,Female,operabase,Backman,
262,"Bacon, Ernst","Bacon, Ernst",1898.0,1980.0,United States,,opera.stanford,,"Bacon, Ernst"
263,"Badia, Carlo Agostino","Badia, Carlo Agostino",1672.0,1738.0,Italy,,opera.stanford,,"Badia, Carlo Agostino"
264,"Badings, Henk","Badings, Henk",1907.0,1987.0,Germany,,opera.stanford,,"Badings, Henk"
265,"Baeyens, August","Baeyens, August",1895.0,1966.0,Belgium,,opera.stanford,,"Baeyens, August"
266,"Baguer, Carlos","Baguer, Carlos",1768.0,1808.0,Spain,,opera.stanford,,"Baguer, Carlos"
267,"Baillou, Luigi de","Baillou, Luigi de",1735.0,1809.0,Italy,,opera.stanford,,"Baillou, Luigi de"
268,"Bainton, Edgar","Bainton, Edgar (Leslie)",1880.0,1956.0,United Kingdom,,opera.stanford,,"Bainton, Edgar (Leslie)"
269,"Baird, Tadeusz","Baird, Tadeusz",1928.0,1981.0,Poland,,opera.stanford,,"Baird, Tadeusz"
270,"Balada, Leonardo","Balada, Leonardo",1933.0,,Spain,,opera.stanford,,"Balada, Leonardo"
271,"Balanchivadze, Andrey","Balanchivadze, Andrey (Melitonovich)",1906.0,1992.0,Georgia,,opera.stanford,,"Balanchivadze, Andrey (Melitonovich)"
272,"Balanchivadze, Meliton","Balanchivadze, Meliton (Antonovich)",1862.0,1937.0,Georgia,,opera.stanford,,"Balanchivadze, Meliton (Antonovich)"
273,"Balanescu, ",Balanescu,1954.0,,Romania,Male,operabase,Balanescu,
274,"Balart, Gabriel","Balart, Gabriel",1824.0,1893.0,Spain,,opera.stanford,,"Balart, Gabriel"
275,"Balasanian, Sergey Artemyevich","Balasanian, Sergey Artem'yevich",1902.0,1982.0,Turkmenistan,,opera.stanford,,"Balasanian, Sergey Artem'yevich"
276,"b'Balassa, S\x87ndor'",b'Balassa S\x87ndor',1935.0,,Hungary,Male,operabase,Balassa,
277,"Balbi, Ignazio","Balbi, Ignazio",,,Italy,,opera.stanford,,"Balbi, Ignazio"
278,"Balbi, Melchiore","Balbi, Melchiore",1796.0,1879.0,Italy,,opera.stanford,,"Balbi, Melchiore"
279,"Baldassare, Pietro","Baldassare [Baldassari], Pietro",1690.0,1768.0,Italy,,opera.stanford,,"Baldassare [Baldassari], Pietro"
280,"Balducci, ",Balducci,1796.0,1845.0,Italy,Male,operabase,Balducci,
281,"Balfe, Michael William","Balfe, Michael William",1808.0,1870.0,Ireland,,opera.stanford,Balfe,"Balfe, Michael William"
282,"Baliani, Carlo","Baliani [Bagliani, Balliani, Basiliani], Carlo",1680.0,1747.0,Italy,,opera.stanford,,"Baliani [Bagliani, Balliani, Basiliani], Carlo"
283,"Ballaroti, Francesco","Ballaroti, Francesco",1660.0,1712.0,Italy,,opera.stanford,,"Ballaroti, Francesco"
284,"Balmer, Luc","Balmer, Luc",1898.0,,Germany,,opera.stanford,,"Balmer, Luc"
285,"Banchieri, ",Banchieri,1568.0,1634.0,Italy,Male,operabase,Banchieri,
286,"Banevich, Sergei","Banevich, Sergei",1941.0,,Russia,,opera.stanford,Banevich,"Banevich, Sergei"
287,"Banshchikov, Gennadi","Banshchikov, Gennadi",1943.0,,Russia,,opera.stanford,,"Banshchikov, Gennadi"
288,"Bantock,","Bantock,",,,United Kingdom,,opera.stanford,,"Bantock,"
289,"Bao, ",Bao,1968.0,,China,Male,operabase,Bao,
290,"Barab, ",Barab,1921.0,2014.0,United States,Male,operabase,Barab,
291,"Baranovic, Kresimir","Baranovic, Kresimir",1894.0,1975.0,Croatia,,opera.stanford,,"Baranovic, Kresimir"
292,"Barati, George","Barati, George",1913.0,1996.0,Hungary,,opera.stanford,,"Barati, George"
293,"Barbella, Emanuele","Barbella, Emanuele",1718.0,1777.0,Italy,,opera.stanford,,"Barbella, Emanuele"
294,"Barber, Samuel","Barber, Samuel",1910.0,1981.0,United States,,opera.stanford,Barber,"Barber, Samuel"
295,"Barbier, René","Barbier, René (Auguste-Ernest)",1890.0,1981.0,Belgium,,opera.stanford,,"Barbier, René (Auguste-Ernest)"
296,"Barbieri, Carlo Emanuele","Barbieri, Carlo Emanuele [de]",1822.0,1867.0,Italy,,opera.stanford,Barbieri,"Barbieri, Carlo Emanuele [de]"
297,"Barbieri, Francisco Asenjo","Barbieri, Francisco Asenjo",1823.0,1894.0,Spain,,opera.stanford,,"Barbieri, Francisco Asenjo"
298,"Barbosa de Araújo, Damião","Barbosa de Araújo, Damião",1778.0,1856.0,Brazil,,opera.stanford,,"Barbosa de Araújo, Damião"
299,"Barbu, ",Barbu,1903.0,1984.0,Romania,Male,operabase,Barbu,
300,"Bargielski, Zbigniew","Bargielski, Zbigniew",1937.0,,Poland,,opera.stanford,,"Bargielski, Zbigniew"
301,"Barilli, Bruno","Barilli, Bruno",1880.0,1952.0,Italy,,opera.stanford,,"Barilli, Bruno"
302,"Barkauskas, Vytautas","Barkauskas, Vytautas",1931.0,,Lithuania,,opera.stanford,,"Barkauskas, Vytautas"
303,"Barkin, Elaine R","Barkin, Elaine R(adoff)",1932.0,,United States,,opera.stanford,,"Barkin, Elaine R(adoff)"
304,"Barkworth, John","Barkworth, John (Edmond)",1858.0,1929.0,United States,,opera.stanford,,"Barkworth, John (Edmond)"
305,"Barlow, David","Barlow, David (Frederick)",1927.0,1975.0,United Kingdom,,opera.stanford,,"Barlow, David (Frederick)"
306,"Barlow, Fred","Barlow, Fred",1881.0,1951.0,France,,opera.stanford,,"Barlow, Fred"
307,"Barlow, Samuel","Barlow, Samuel (Latham Mitchill)",1892.0,1982.0,United States,,opera.stanford,,"Barlow, Samuel (Latham Mitchill)"
308,"Barnabe, ",Barnabe,1951.0,,Brazil,Male,operabase,Barnabe,
309,"Barnett, John","Barnett, John",1802.0,1890.0,Canada,,opera.stanford,,"Barnett, John"
310,"Barraine, Elsa","Barraine, Elsa (Jacqueline)",1910.0,1999.0,France,,opera.stanford,,"Barraine, Elsa (Jacqueline)"
311,"Barraud, Henry","Barraud, Henry",1900.0,1997.0,France,,opera.stanford,,"Barraud, Henry"
312,"Barrera Gómez, Enrique","Barrera Gómez, Enrique",1844.0,1922.0,Spain,,opera.stanford,,"Barrera Gómez, Enrique"
313,"Barrière, Etienne-Bernard-Joseph","Barrière, Etienne-Bernard-Joseph",1748.0,1816.0,France,,opera.stanford,,"Barrière, Etienne-Bernard-Joseph"
314,"Barrios Fernandez, Angel","Barrios Fernandez, Angel",1882.0,1964.0,Spain,,opera.stanford,,"Barrios Fernandez, Angel"
315,"Barry, ",Barry,1952.0,,Ireland,Male,operabase,Barry,
316,"Bartók, Béla","Bartók, Béla",1881.0,1945.0,Hungary,,opera.stanford,,"Bartók, Béla"
317,"Bartay, András","Bartay, András [Andreas]",1799.0,1854.0,Germany,,opera.stanford,,"Bartay, András [Andreas]"
318,"Bartels, Wolfgang von","Bartels, Wolfgang von",1883.0,1938.0,Germany,,opera.stanford,,"Bartels, Wolfgang von"
319,"Barth, Hans","Barth, Hans",1897.0,1956.0,Germany,,opera.stanford,,"Barth, Hans"
320,"Barthélémon, François-Hippolyte","Barthélémon, François-Hippolyte",1741.0,1808.0,France,,opera.stanford,,"Barthélémon, François-Hippolyte"
321,"Barthe, Grat-Norbert","Barthe, Grat-Norbert",1828.0,1898.0,France,,opera.stanford,,"Barthe, Grat-Norbert"
322,"Bartlett, Homer Newton","Bartlett, Homer Newton",1845.0,1920.0,United States,,opera.stanford,,"Bartlett, Homer Newton"
323,"Bartolozzi, Bruno","Bartolozzi, Bruno",1911.0,1980.0,Italy,,opera.stanford,,"Bartolozzi, Bruno"
324,"Bartos, Frantisek","Bartos, Frantisek",1905.0,1973.0,Czechia,,opera.stanford,,"Bartos, Frantisek"
325,"Bartos, Jan Zdenek","Bartos, Jan Zdenek",1908.0,1981.0,Czechia,,opera.stanford,,"Bartos, Jan Zdenek"
326,"Baseggio {Basseggio, Lorenzo","Baseggio {Basseggio], Lorenzo",1660.0,1714.0,Italy,,opera.stanford,,"Baseggio {Basseggio], Lorenzo"
327,"Baselt, Fritz","Baselt, Fritz (Friedrich Gustav Otto)",1863.0,1931.0,Germany,,opera.stanford,,"Baselt, Fritz (Friedrich Gustav Otto)"
328,"Basevi, Abramo","Basevi, Abramo",1818.0,1885.0,Italy,,opera.stanford,,"Basevi, Abramo"
329,"Basili, Francesco","Basili [Basilii, Basilj, Basily], Francesco",1767.0,1850.0,Italy,,opera.stanford,,"Basili [Basilii, Basilj, Basily], Francesco"
330,"Basner, Veniamin","Basner, Veniamin (Efimovich)",1925.0,,Russia,,opera.stanford,,"Basner, Veniamin (Efimovich)"
331,"Bassani, Giovanni Battista","Bassani [Bassano, Bassiani], Giovanni Battista",1647.0,1716.0,Italy,,opera.stanford,,"Bassani [Bassano, Bassiani], Giovanni Battista"
332,"Bastianelli, Giannotto","Bastianelli, Giannotto",1883.0,1927.0,Italy,,opera.stanford,,"Bastianelli, Giannotto"
333,"Baszny, Józef","Baszny [Baschny], Józef",,1862.0,Ukraine,,opera.stanford,,"Baszny [Baschny], Józef"
334,"Bates, William","Bates, William [Jack Catch]",,,United Kingdom,,opera.stanford,Bates,"Bates, William [Jack Catch]"
335,"Bath, Hubert","Bath, Hubert",1883.0,1945.0,United Kingdom,,opera.stanford,,"Bath, Hubert"
336,"Bati, Luca","Bati, Luca",1550.0,1608.0,Italy,,opera.stanford,,"Bati, Luca"
337,"Batin, Dmitry",Batin Dmitry,,,Russia,Male,operabase,Batin,
338,"Battishill, Jonathan","Battishill, Jonathan",1738.0,1801.0,United Kingdom,,opera.stanford,,"Battishill, Jonathan"
339,"Battistelli, ",Battistelli,1953.0,,Italy,Male,operabase,Battistelli,
340,"Battistini, Giacomo","Battistini, Giacomo",1665.0,1719.0,Italy,,opera.stanford,,"Battistini, Giacomo"
341,"Batton, Désiré-Alexandre","Batton, Désiré-Alexandre",1798.0,1855.0,France,,opera.stanford,,"Batton, Désiré-Alexandre"
342,"Bauld, Alison","Bauld, Alison (Margaret)",1944.0,,Australia,,opera.stanford,,"Bauld, Alison (Margaret)"
343,"Baumann, Max Georg","Baumann, Max Georg",1917.0,1999.0,Germany,,opera.stanford,,"Baumann, Max Georg"
344,"Baumgarten, Karl Friedrich","Baumgarten, Karl [Carl] Friedrich",1740.0,1824.0,Germany,,opera.stanford,,"Baumgarten, Karl [Carl] Friedrich"
345,"Baumgartner, ",Baumgartner,1959.0,,Austria,Male,operabase,Baumgartner,
346,"Baussnern, Waldemar von","Baussnern [Bausznern], Waldemar von",1866.0,1931.0,Germany,,opera.stanford,,"Baussnern [Bausznern], Waldemar von"
347,"Bautista, Julián","Bautista, Julián",1901.0,1961.0,Spain,,opera.stanford,,"Bautista, Julián"
348,"Bayer, Josef","Bayer, Josef [Joseph]",1852.0,1913.0,Austria,,opera.stanford,,"Bayer, Josef [Joseph]"
349,"Bazin, François","Bazin, François(-Emmanuel-Joseph)",1816.0,1878.0,France,,opera.stanford,,"Bazin, François(-Emmanuel-Joseph)"
350,"Bazzini, Antonio","Bazzini, Antonio",1818.0,1897.0,Italy,,opera.stanford,,"Bazzini, Antonio"
351,Beach,Beach [,1867.0,1944.0,United States,,opera.stanford,,Beach [
352,"Beach, John Parsons","Beach, John Parsons",1877.0,1953.0,United States,,opera.stanford,Beach,"Beach, John Parsons"
353,"Beaulieu, Désiré","Beaulieu [Martin, Martin-Beaulieu], (Marie-)Désiré",1791.0,1863.0,France,,opera.stanford,,"Beaulieu [Martin, Martin-Beaulieu], (Marie-)Désiré"
354,"Beaumarchais, Pierre-Augustin","Beaumarchais [Caron], Pierre-Augustin [Caron de]",1732.0,1799.0,France,,opera.stanford,,"Beaumarchais [Caron], Pierre-Augustin [Caron de]"
355,"Beauvarlet-Charpentier, Jacques-Marie","Beauvarlet-Charpentier, Jacques-Marie",1766.0,1834.0,France,,opera.stanford,,"Beauvarlet-Charpentier, Jacques-Marie"
356,"Becerra, Gustavo","Becerra(-Schmidt), Gustavo",1925.0,,Chile,,opera.stanford,,"Becerra(-Schmidt), Gustavo"
357,"Bechgaard, Julius","Bechgaard, Julius",1843.0,1917.0,Denmark,,opera.stanford,,"Bechgaard, Julius"
358,"Beck, Franz Ignaz","Beck, Franz [François] Ignaz",1734.0,1809.0,Germany,,opera.stanford,,"Beck, Franz [François] Ignaz"
359,"Beck, Jeremy Howard",Beck Jeremy Howard,,,United States,Male,operabase,Beck,
360,"Becker, Albert","Becker, Albert (Ernst Anton)",1834.0,1899.0,Germany,,opera.stanford,,"Becker, Albert (Ernst Anton)"
361,"Becker, Constantin Julius","Becker, Constantin Julius",1811.0,1859.0,Germany,,opera.stanford,,"Becker, Constantin Julius"
362,"Becker, John J","Becker, John J(oseph)",1886.0,1961.0,United States,,opera.stanford,,"Becker, John J(oseph)"
363,"Beckmann, Johann Friedrich Gottlieb","Beckmann, Johann Friedrich Gottlieb",1737.0,1792.0,Germany,,opera.stanford,,"Beckmann, Johann Friedrich Gottlieb"
364,"Beckwith, John","Beckwith, John",1927.0,,Canada,,opera.stanford,,"Beckwith, John"
365,"Bedford, David","Bedford, David (Vickerman)",1937.0,,United Kingdom,,opera.stanford,Bedford,"Bedford, David (Vickerman)"
366,"Bedford, Herbert","Bedford, Herbert",1867.0,1945.0,United Kingdom,,opera.stanford,,"Bedford, Herbert"
367,"Beecher, ",Beecher,1980.0,,United States,Male,operabase,Beecher,
368,"Beecke, Ignaz von","Beecke, (Notger) Ignaz (Franz) von",1733.0,1803.0,Germany,,opera.stanford,,"Beecke, (Notger) Ignaz (Franz) von"
369,"Beecroft, Norma","Beecroft, Norma",1934.0,,Canada,,opera.stanford,,"Beecroft, Norma"
370,"Beer-Walbrunn, Anton","Beer-Walbrunn, Anton",1864.0,1929.0,Germany,,opera.stanford,,"Beer-Walbrunn, Anton"
371,"Beeson, Jack","Beeson, Jack (Hamilton)",1921.0,2010.0,United States,,opera.stanford,Beeson,"Beeson, Jack (Hamilton)"
372,"Beethoven, Ludwig van","Beethoven, Ludwig van",1770.0,1827.0,Germany,,opera.stanford,Beethoven,"Beethoven, Ludwig van"
373,"Beffroy de Reigny, Louis-Abel","Beffroy de Reigny, Louis-Abel",1757.0,1811.0,France,,opera.stanford,,"Beffroy de Reigny, Louis-Abel"
374,"Behm, Eduard","Behm, Eduard",1862.0,1946.0,Poland,,opera.stanford,,"Behm, Eduard"
375,"Behrend, Fritz","Behrend, (Gustav) Fritz",1889.0,1972.0,Germany,,opera.stanford,,"Behrend, (Gustav) Fritz"
376,"Beilschmidt, Curt","Beilschmidt, Curt",1886.0,1962.0,Germany,,opera.stanford,,"Beilschmidt, Curt"
377,"Beimel, ",Beimel,1967.0,,Germany,Male,operabase,Beimel,
378,"Bekku, Sadao","Bekku, Sadao",1922.0,,Japan,,opera.stanford,,"Bekku, Sadao"
379,"Bell, W",Bell W,1980.0,,United Kingdom,Male,operabase,Bell,
380,"Bell, W H","Bell, W(illiam) H(enry)",1873.0,1946.0,United States,,opera.stanford,,"Bell, W(illiam) H(enry)"
381,"Bella, Ján Levoslav","Bella, Ján Levoslav [Johann Leopold]",1843.0,1936.0,Slovakia,,opera.stanford,,"Bella, Ján Levoslav [Johann Leopold]"
382,"Belli, Domenico","Belli, Domenico",1590.0,1627.0,Italy,,opera.stanford,,"Belli, Domenico"
383,"Bellini, Vincenzo","Bellini, Vincenzo (Salvatore Carmelo Francesco)",1801.0,1835.0,Italy,,opera.stanford,Bellini,"Bellini, Vincenzo (Salvatore Carmelo Francesco)"
384,"Bellisario, ",Bellisario,1932.0,,Italy,Male,operabase,Bellisario,
385,"Bemberg, Herman","Bemberg, Herman",1859.0,1931.0,France,,opera.stanford,,"Bemberg, Herman"
386,"Benatzky, Ralph","Benatzky, Ralph [Rudolf Josef Frantisek]",1884.0,1957.0,Czechia,,opera.stanford,Benatzky,"Benatzky, Ralph [Rudolf Josef Frantisek]"
387,"Bencini, Giuseppe","Bencini, Giuseppe",,,Italy,,opera.stanford,,"Bencini, Giuseppe"
388,"Benda, Friedrich","Benda, Friedrich (Wilhelm Heinrich)",1745.0,1814.0,Germany,,opera.stanford,Benda,"Benda, Friedrich (Wilhelm Heinrich)"
389,"Benda, Friedrich Ludwig","Benda, Friedrich Ludwig",1752.0,1792.0,Germany,,opera.stanford,,"Benda, Friedrich Ludwig"
390,"Benda, Georg","Benda, Georg (Anton) [Jirí Antonín]",1722.0,1795.0,Slovakia,,opera.stanford,,"Benda, Georg (Anton) [Jirí Antonín]"
391,"Benders, ",Benders,1986.0,,Netherlands,Male,operabase,Benders,
392,"Bendl, Karel","Bendl, Karel [Karl]",1838.0,1897.0,Czechia,,opera.stanford,,"Bendl, Karel [Karl]"
393,Benedict,Benedict,,,United Kingdom,,opera.stanford,,Benedict
394,"Benelli, Antonio Peregrino","Benelli, Antonio Peregrino [Pellegrino]",1771.0,1830.0,Italy,,opera.stanford,,"Benelli, Antonio Peregrino [Pellegrino]"
395,"BenesJara, ",BenesJara,1897.0,1949.0,Czechia,Male,operabase,BenesJara,
396,"Benincori, Angelo Maria","Benincori, Angelo Maria",1779.0,1821.0,Italy,,opera.stanford,,"Benincori, Angelo Maria"
397,"Benjamin, Arthur","Benjamin, Arthur",1893.0,1960.0,Australia,,opera.stanford,,"Benjamin, Arthur"
398,"BenjaminG, ",BenjaminG,1960.0,,United Kingdom,Male,operabase,BenjaminG,
399,"Bennett, Richard Rodney","Bennett, Richard Rodney",1936.0,2012.0,United Kingdom,,opera.stanford,,"Bennett, Richard Rodney"
400,"Bennett, Robert Russell","Bennett, Robert Russell",1894.0,1981.0,United States,,opera.stanford,,"Bennett, Robert Russell"
401,"Benoît, Camille","Benoît, Camille",1851.0,1923.0,France,,opera.stanford,,"Benoît, Camille"
402,"Benoît, Peter","Benoît, Peter (Léopold Léonard)",1834.0,1901.0,Belgium,,opera.stanford,,"Benoît, Peter (Léopold Léonard)"
403,"Benoist, François","Benoist, François",1794.0,1878.0,France,,opera.stanford,,"Benoist, François"
404,"Bentoiu, Pascal","Bentoiu, Pascal",1927.0,,Romania,,opera.stanford,,"Bentoiu, Pascal"
405,"Bentzon, Jørgen","Bentzon, Jørgen (Liebenberg)",1897.0,1951.0,Denmark,,opera.stanford,,"Bentzon, Jørgen (Liebenberg)"
406,"Bentzon, Niels Viggo","Bentzon, Niels Viggo",1919.0,2000.0,Denmark,,opera.stanford,,"Bentzon, Niels Viggo"
407,"Benvenuti, Giacomo","Benvenuti, Giacomo",1885.0,1943.0,Italy,,opera.stanford,,"Benvenuti, Giacomo"
408,"Benvenuti, Nicola","Benvenuti, Nicola [Niccolino]",1783.0,1867.0,Italy,,opera.stanford,,"Benvenuti, Nicola [Niccolino]"
409,"Benvenuti, Tommasso","Benvenuti, Tommasso",1838.0,1906.0,Italy,,opera.stanford,,"Benvenuti, Tommasso"
410,"Berens, Hermann","Berens, (Johann) Hermann",1826.0,1880.0,Germany,,opera.stanford,,"Berens, (Johann) Hermann"
