,clean_name,other_names,year_of_birth,year_of_death,place_of_birth,gender,source,operabase_name,stanford_name
4844,"Strauss, Johann Maria Eduard","Strauss, Johann (Maria Eduard)",1866.0,1939.0,Austria,,opera.stanford,,"Strauss, Johann (Maria Eduard)"
4845,"Strauss, Richard",StraussR,1864.0,1949.0,Germany,Male,operabase,StraussR,"Strauss, Richard (Georg)"
4846,"Stravinsky, Igor Fyodorovich","Stravinsky, Igor Fyodorovich",1882.0,1971.0,Russia,,opera.stanford,Stravinsky,"Stravinsky, Igor Fyodorovich"
4847,"Strelnikov, Nikolai","Strelnikov, Nikolai",1888.0,1939.0,Russia,,opera.stanford,Strelnikov,"Strelnikov, Nikolai"
4848,"Strens, Jules","Strens, Jules",1892.0,1971.0,Belgium,,opera.stanford,,"Strens, Jules"
4849,"Streul, ",Streul,1941.0,,Germany,Male,operabase,Streul,
4850,"Stricker, Augustin Reinhard","Stricker, Augustin Reinhard",1675.0,1718.0,Germany,,opera.stanford,,"Stricker, Augustin Reinhard"
4851,"Strickland, Lily","Strickland, Lily (Teresa)",1887.0,,United States,,opera.stanford,,"Strickland, Lily (Teresa)"
4852,"Striegler, Kurt","Striegler, Kurt",1886.0,1958.0,Germany,,opera.stanford,,"Striegler, Kurt"
4853,"Stringfield, Lamar E","Stringfield, Lamar E(dwin)",1897.0,1959.0,United States,,opera.stanford,,"Stringfield, Lamar E(dwin)"
4854,"Strobl, ",Strobl,1949.0,,Austria,Male,operabase,Strobl,
4855,"Stroe, Aurel","Stroe, Aurel",1932.0,,Romania,,opera.stanford,,"Stroe, Aurel"
4856,"Strozzi, Piero","Strozzi, Piero",1550.0,1609.0,Italy,,opera.stanford,,"Strozzi, Piero"
4857,"Strube, Gustav","Strube, Gustav",1867.0,1953.0,Germany,,opera.stanford,,"Strube, Gustav"
4858,"Strungk, Nicolaus Adam","Strungk [Strunck], Nicolaus Adam",1640.0,1700.0,Germany,,opera.stanford,,"Strungk [Strunck], Nicolaus Adam"
4859,"Stuart, Leslie","Stuart [Barrett, Thomas Augustine], Leslie",1864.0,1928.0,United Kingdom,,opera.stanford,,"Stuart [Barrett, Thomas Augustine], Leslie"
4860,"Stuck, Jean-Baptiste","Stuck [Stück], Jean-Baptiste [Baptistin; Batistin]",1680.0,,Italy,,opera.stanford,,"Stuck [Stück], Jean-Baptiste [Baptistin; Batistin]"
4861,"Studzinski, Piotr","Studzinski, Piotr",1826.0,1869.0,Poland,,opera.stanford,,"Studzinski, Piotr"
4862,"Stuhec, Igor","Stuhec, Igor",1932.0,,Slovenia,,opera.stanford,,"Stuhec, Igor"
4863,"Stuntz, Joseph Hartmann","Stuntz [Stunz], Joseph Hartmann",1793.0,1859.0,Switzerland,,opera.stanford,,"Stuntz [Stunz], Joseph Hartmann"
4864,"Stupan von Ehrenstein, Johann Jakob","Stupan von Ehrenstein, Johann Jakob",1664.0,1739.0,Austria,,opera.stanford,,"Stupan von Ehrenstein, Johann Jakob"
4865,"Sturzenegger, Richard","Sturzenegger, (Hans) Richard",1905.0,1976.0,Switzerland,,opera.stanford,,"Sturzenegger, (Hans) Richard"
4866,"Styles, Luke",Styles Luke,1983.0,,Australia,Male,operabase,Styles,
4867,"Suchý, Frantisek","Suchý, Frantisek",1902.0,1977.0,Czechia,,opera.stanford,Sucharitkul,"Suchý, Frantisek"
4868,"Sucharitkul, ",Sucharitkul,1952.0,,Thailand,Male,operabase,Sucharitkul,
4869,"Suchon, Eugen","Suchon, Eugen",1908.0,1993.0,Slovakia,,opera.stanford,Suchon,"Suchon, Eugen"
4870,"Suckling, Norman","Suckling, Norman",1904.0,,United Kingdom,,opera.stanford,,"Suckling, Norman"
4871,"Suda, Stanislav","Suda, Stanislav",1865.0,1931.0,Czechia,,opera.stanford,,"Suda, Stanislav"
4872,"Suk, Václav","Suk, Václav [Vása; Vyacheslav Ivanovich]",1861.0,1933.0,Czechia,,opera.stanford,,"Suk, Václav [Vása; Vyacheslav Ivanovich]"
4873,"Sukegawa, Toshiya","Sukegawa, Toshiya",1930.0,,Japan,,opera.stanford,,"Sukegawa, Toshiya"
4874,"Sulek, Stjepan","Sulek, Stjepan",1914.0,1986.0,Croatia,,opera.stanford,,"Sulek, Stjepan"
4875,"Sullivan,","Sullivan,",,,United Kingdom,,opera.stanford,,"Sullivan,"
4876,"Sung, Stella",Sung Stella,1957.0,,United States,Female,operabase,Sung,
4877,"Suppé, Franz Francesco Ezechiele Ermenegildo,","Suppé [Suppè], Franz (von) [Francesco Ezechiele Ermenegildo,",,,Italy,,opera.stanford,,"Suppé [Suppè], Franz (von) [Francesco Ezechiele Ermenegildo,"
4878,"Suppe, ",Suppe,1819.0,1895.0,Austria,Male,operabase,Suppe,
4879,"Suratno, Nano","Suratno, Nano",1944.0,,Indonesia,,opera.stanford,,"Suratno, Nano"
4880,"Surdin, Morris","Surdin, Morris",1914.0,1979.0,Canada,,opera.stanford,,"Surdin, Morris"
4881,"Surinach, Carlos","Surinach, Carlos",1915.0,1997.0,Spain,,opera.stanford,,"Surinach, Carlos"
4882,"Susa, Conrad","Susa, Conrad",1935.0,,United States,,opera.stanford,,"Susa, Conrad"
4883,"Suter, Robert","Suter, Robert",1919.0,,Switzerland,,opera.stanford,,"Suter, Robert"
4884,"Sutermeister, Heinrich","Sutermeister, Heinrich",1910.0,1995.0,Switzerland,,opera.stanford,,"Sutermeister, Heinrich"
4885,"Sutherland, Margaret","Sutherland, Margaret (Ada)",1897.0,1984.0,Australia,,opera.stanford,,"Sutherland, Margaret (Ada)"
4886,"Svara, Danilo","Svara, Danilo",1902.0,1981.0,Slovenia,,opera.stanford,,"Svara, Danilo"
4887,"Sveinsson, Atli Heimir","Sveinsson, Atli Heimir",1938.0,,Iceland,,opera.stanford,,"Sveinsson, Atli Heimir"
4888,"Sviridov, Georgi","Sviridov, Georgi (Vasilevich)",1915.0,1998.0,Russia,,opera.stanford,,"Sviridov, Georgi (Vasilevich)"
4889,"Swados, ",Swados,1951.0,,United States,Female,operabase,Swados,
4890,"Swayne, Giles","Swayne, Giles (Oliver Cairnes)",1946.0,,United Kingdom,,opera.stanford,,"Swayne, Giles (Oliver Cairnes)"
4891,"Swert, Jules de","Swert, Jules de",1843.0,1891.0,Belgium,,opera.stanford,,"Swert, Jules de"
4892,"Swieten, Baron Gottfried van","Swieten, Gottfried (Bernhard)",1733.0,1803.0,Germany,,opera.stanford,,"Swieten, Gottfried (Bernhard)"
4893,"Swift, Richard","Swift, Richard",1927.0,2003.0,United States,,opera.stanford,,"Swift, Richard"
4894,"Sydeman, William","Sydeman, William (Jay)",1928.0,,United States,,opera.stanford,,"Sydeman, William (Jay)"
4895,"Symonds, Norman","Symonds, Norman",1920.0,,Canada,,opera.stanford,,"Symonds, Norman"
4896,"Szántó, Theodor","Szántó, Theodor",1877.0,1934.0,Austria,,opera.stanford,,"Szántó, Theodor"
4897,"Székely, Endre","Székely, Endre",1912.0,,Hungary,,opera.stanford,,"Székely, Endre"
4898,"Szönyi, Erzsébet","Szönyi, Erzsébet [Elizabeth]",1924.0,,Hungary,,opera.stanford,,"Szönyi, Erzsébet [Elizabeth]"
4899,"Szabó, Csaba","Szabó, Csaba",1936.0,,Romania,,opera.stanford,,"Szabó, Csaba"
4900,"Szabó, Ferenc","Szabó, Ferenc",1902.0,,Hungary,,opera.stanford,,"Szabó, Ferenc"
4901,"Szabados, Béla Antal","Szabados, Béla Antal",1867.0,,Hungary,,opera.stanford,,"Szabados, Béla Antal"
4902,"Szelényi, István","Szelényi, István",1904.0,1972.0,Slovakia,,opera.stanford,,"Szelényi, István"
4903,"Szeligowski, Tadeusz","Szeligowski, Tadeusz",1896.0,1963.0,Ukraine,,opera.stanford,,"Szeligowski, Tadeusz"
4904,"Szeluto, Apolinary","Szeluto, Apolinary",1884.0,1966.0,Poland,,opera.stanford,,"Szeluto, Apolinary"
4905,"Szendrei, Aladár","Szendrei [Sendrey], Aladár [Alfred]",1884.0,,Hungary,,opera.stanford,,"Szendrei [Sendrey], Aladár [Alfred]"
4906,"Szendy, Arpád","Szendy, Arpád",1863.0,1922.0,Hungary,,opera.stanford,,"Szendy, Arpád"
4907,"Szirmai, ",Szirmai,1880.0,1967.0,Hungary,Male,operabase,Szirmai,"Szirmai [Sirmai], Albert"
4908,"Szokolay, Sándor","Szokolay, Sándor",1931.0,,Hungary,,opera.stanford,Szokolay,"Szokolay, Sándor"
4909,"Szopski, Felicjan","Szopski, Felicjan",1865.0,1939.0,Poland,,opera.stanford,,"Szopski, Felicjan"
4910,"Szulc, Józef Zygmunt","Szulc, Józef Zygmunt [Joseph Sigismond]",1875.0,1956.0,Poland,,opera.stanford,,"Szulc, Józef Zygmunt [Joseph Sigismond]"
4911,"Szymanowski, Karol","Szymanowski, Karol (Maciej)",1882.0,1937.0,Switzerland,,opera.stanford,Szymanowski,"Szymanowski, Karol (Maciej)"
4912,"Szymanski, ",Szymanski,1954.0,,Poland,Male,operabase,Szymanski,
4913,"Täglichsbeck, Thomas","Täglichsbeck, Thomas",1799.0,1867.0,Germany,,opera.stanford,,"Täglichsbeck, Thomas"
4914,"Türk, Daniel Gottlob","Türk, Daniel Gottlob",1750.0,1813.0,Germany,,opera.stanford,,"Türk, Daniel Gottlob"
4915,"Tüzün, Ferit","Tüzün, Ferit",1929.0,1977.0,Turkey,,opera.stanford,,"Tüzün, Ferit"
4916,"Tabachnik, Michel",Tabachnik Michel,1942.0,,Switzerland,Male,operabase,Tabachnik,
4917,"Taborowski, Stanislaw","Taborowski, Stanislaw",1830.0,,Ukraine,,opera.stanford,,"Taborowski, Stanislaw"
4918,"Tadolini, Giovanni","Tadolini, Giovanni",1785.0,1872.0,Italy,,opera.stanford,,"Tadolini, Giovanni"
4919,"Tagliapietra, Gino","Tagliapietra, Gino",1887.0,1954.0,Slovenia,,opera.stanford,,"Tagliapietra, Gino"
4920,"Taglietti, Stefano",Taglietti Stefano,1965.0,,Italy,Male,operabase,Taglietti,
4921,"Tahourdin, Peter Richard","Tahourdin, Peter Richard",1928.0,,Austria,,opera.stanford,,"Tahourdin, Peter Richard"
4922,"Tailleferre, ",Tailleferre,1892.0,1983.0,France,Female,operabase,Tailleferre,"Tailleferre [Taillefesse], (Marcelle) Germaine"
4923,"Takagi, Toroku","Takagi, Toroku",1904.0,2006.0,Japan,,opera.stanford,,"Takagi, Toroku"
4924,"Takata, Saburo","Takata, Saburo",1913.0,2000.0,Japan,,opera.stanford,,"Takata, Saburo"
4925,"Taktakishvili, Otar","Taktakishvili, Otar (Vasil'yevich)",1924.0,1989.0,Georgia,,opera.stanford,,"Taktakishvili, Otar (Vasil'yevich)"
4926,"Taktakishvili, Shalva","Taktakishvili, Shalva (Mikhailovich)",1900.0,1965.0,Georgia,,opera.stanford,,"Taktakishvili, Shalva (Mikhailovich)"
4927,"Tal, ",Tal,1910.0,2008.0,Israel,Male,operabase,Tal,"Tal [Gruenthal], Josef [Joseph]"
4928,"Talbot, ",Talbot,1971.0,,United Kingdom,Male,operabase,Talbot,
4929,"Talbot, Howard","Talbot [Munkittrick], Howard",1865.0,1928.0,United States,,opera.stanford,,"Talbot [Munkittrick], Howard"
4930,"Taller, ",Taller,1970.0,,Hungary,Female,operabase,Taller,
4931,"Talma, Louise","Talma, Louise (Juliette)",1906.0,1996.0,France,,opera.stanford,,"Talma, Louise (Juliette)"
4932,"Tamberg, Eino","Tamberg, Eino",1930.0,,Estonia,,opera.stanford,Tamberg,"Tamberg, Eino"
4933,"Tamkin, David","Tamkin, David",1906.0,1975.0,Ukraine,,opera.stanford,,"Tamkin, David"
4934,"Tamulionis, ",Tamulionis,1949.0,,Lithuania,Male,operabase,Tamulionis,
4935,"Tan, ",Tan,1957.0,,China,Male,operabase,Tan,
4936,"Tanev, Alexander","Tanev, Alexander",1928.0,,Hungary,,opera.stanford,,"Tanev, Alexander"
4937,"Taneyev, Alexander","Taneyev, Alexander (Sergeyevich)",1850.0,1918.0,Russia,,opera.stanford,Taneyev,"Taneyev, Alexander (Sergeyevich)"
4938,"Taneyev, Sergey","Taneyev, Sergey (Ivanovich)",1856.0,1915.0,Russia,,opera.stanford,,"Taneyev, Sergey (Ivanovich)"
4939,"Tangian, Mischa",Tangian Mischa,1988.0,,Russia,Male,operabase,Tangian,
4940,"TangJ, ",TangJ,1955.0,,China,Male,operabase,TangJ,
4941,"TangX, ",TangX,1550.0,1616.0,China,Male,operabase,TangX,
4942,"Tansman, Alexandre","Tansman, Alexandre [Aleksander]",1897.0,1986.0,France,,opera.stanford,Tansman,"Tansman, Alexandre [Aleksander]"
4943,"Tarade, Théodore-Jean","Tarade, Théodore-Jean",1731.0,1788.0,France,,opera.stanford,,"Tarade, Théodore-Jean"
4944,"Taralli, ",Taralli,1967.0,,Italy,Male,operabase,Taralli,
4945,"Taranu, Cornel","Taranu, Cornel",1934.0,,Romania,,opera.stanford,,"Taranu, Cornel"
4946,"Tarchi, Angelo","Tarchi, Angelo [Angiolo]",1755.0,1814.0,Italy,,opera.stanford,,"Tarchi, Angelo [Angiolo]"
4947,"Tarditi, Giovanni","Tarditi, Giovanni",1857.0,1935.0,Italy,,opera.stanford,,"Tarditi, Giovanni"
4948,"Tardos, Béla","Tardos, Béla",1910.0,,Hungary,,opera.stanford,,"Tardos, Béla"
4949,"Tariverdiev, ",Tariverdiev,1931.0,1966.0,Russia,Male,operabase,Tariverdiev,
4950,"Tarkmann, ",Tarkmann,1956.0,,Germany,Male,operabase,Tarkmann,
4951,"Tarnov, Gleb","Tarnov, Gleb (Pavlovich)",1904.0,1989.0,Ukraine,,opera.stanford,,"Tarnov, Gleb (Pavlovich)"
4952,"Tarnowski,","Tarnowski,",,,Poland,,opera.stanford,,"Tarnowski,"
4953,"Tarp, Svend Erik","Tarp, Svend Erik",1908.0,1994.0,Denmark,,opera.stanford,,"Tarp, Svend Erik"
4954,"Tasca, ",Tasca,1858.0,1934.0,Italy,Male,operabase,Tasca,
4955,"Tate, Phyllis","Tate, Phyllis (Margaret Duncan)",1911.0,,United Kingdom,,opera.stanford,,"Tate, Phyllis (Margaret Duncan)"
4956,"Taubert, Wilhelm","Taubert, (Carl Gottfried) Wilhelm",1811.0,1891.0,Germany,,opera.stanford,,"Taubert, (Carl Gottfried) Wilhelm"
4957,"Taubmann, Otto","Taubmann, Otto",1859.0,1929.0,Germany,,opera.stanford,,"Taubmann, Otto"
4958,"Tausinger, Jan","Tausinger, Jan",1921.0,1980.0,Romania,,opera.stanford,,"Tausinger, Jan"
4959,"Tauwitz, Eduard","Tauwitz, Eduard",1812.0,1894.0,Poland,,opera.stanford,,"Tauwitz, Eduard"
4960,"Tavener, John","Tavener, John (Kenneth)",1944.0,,United Kingdom,,opera.stanford,Tavener,"Tavener, John (Kenneth)"
4961,"Taylor, Clifford","Taylor, Clifford",1923.0,1987.0,United States,,opera.stanford,,"Taylor, Clifford"
4962,"Taylor, Deems","Taylor, (Joseph) Deems",1885.0,1966.0,United States,,opera.stanford,,"Taylor, (Joseph) Deems"
4963,"Taylor, Raynor","Taylor, Raynor",1747.0,1825.0,United Kingdom,,opera.stanford,,"Taylor, Raynor"
4964,"Tchaikovsky, Piotr ",TchaikovskyP,1840.0,1893.0,Russia,Male,operabase,TchaikovskyP,"Chaikovsky, Pyotr Il'yich"
4965,"TchaikovskyAlexander, ",TchaikovskyAlexander,1946.0,,Russia,Male,operabase,TchaikovskyAlexander,
4966,"Tchaikowsky, André","Tchaikowsky, André",1935.0,1982.0,Poland,,opera.stanford,Tchaikowsky,"Tchaikowsky, André"
4967,"Tcherepnin, Alexander","Tcherepnin [Cherepnin], Alexander (Nikolayevich)",1899.0,1977.0,France,,opera.stanford,,"Tcherepnin [Cherepnin], Alexander (Nikolayevich)"
4968,"Tcherepnin, Nikolay","Tcherepnin [Cherepnin], Nikolay (Nikolayevich)",1873.0,1945.0,Russia,,opera.stanford,,"Tcherepnin [Cherepnin], Nikolay (Nikolayevich)"
4969,"Tedeschi, Luigi Maurizio","Tedeschi, Luigi Maurizio",1867.0,1944.0,Italy,,opera.stanford,,"Tedeschi, Luigi Maurizio"
4970,"Tedesco, Diego",Tedesco Diego,1980.0,,Argentina,Male,operabase,Tedesco,
4971,"Teed, Roy","Teed, Roy (Norman)",1928.0,,Germany,,opera.stanford,,"Teed, Roy (Norman)"
4972,"Telemann, Georg Philipp","Telemann, Georg Philipp",1681.0,1767.0,Germany,,opera.stanford,Telemann,"Telemann, Georg Philipp"
4973,"Tenaglia, Antonio Francesco","Tenaglia [Tanaglia, Tanaglino], Antonio Francesco",1610.0,1661.0,Italy,,opera.stanford,,"Tenaglia [Tanaglia, Tanaglino], Antonio Francesco"
4974,"Tenducci, Giusto Ferdinando","Tenducci, Giusto Ferdinando",,,Italy,,opera.stanford,,"Tenducci, Giusto Ferdinando"
4975,"ter Veldhuis, Jacob",ter Veldhuis,1951.0,,Netherlands,Male,operabase,ter Veldhuis,
4976,Terhune,Terhune [,,,France,,opera.stanford,,Terhune [
4977,"Terradellas, Domingo","Terradellas [Terradeglias], Domingo [Domenico] (Miguel Bernabe)",1713.0,1751.0,Spain,,opera.stanford,,"Terradellas [Terradeglias], Domingo [Domenico] (Miguel Bernabe)"
4978,"Terrasse, Claude","Terrasse, Claude (Antoine)",1867.0,1923.0,France,,opera.stanford,Terrasse,"Terrasse, Claude (Antoine)"
4979,"Terteryan, Avet",Terterian,1929.0,1994.0,Armenia,Male,operabase,Terterian,"Terteryan, Avet"
4980,"Terzakis, Dimitri","Terzakis, Dimitri",1938.0,,Greece,,opera.stanford,Terzakis,"Terzakis, Dimitri"
4981,"Terziani, Eugenio","Terziani, Eugenio",1824.0,1889.0,Italy,,opera.stanford,,"Terziani, Eugenio"
4982,"Terziani, Pietro","Terziani, Pietro",1765.0,1831.0,Italy,,opera.stanford,,"Terziani, Pietro"
4983,"Tesori, ",Tesori,1961.0,,United States,Female,operabase,Tesori,
4984,"Testi, Flavio","Testi, Flavio",1923.0,,Italy,,opera.stanford,,"Testi, Flavio"
4985,"Teyber, Anton","Teyber, Anton",1754.0,1822.0,Austria,,opera.stanford,,"Teyber, Anton"
4986,"Teyber, Franz","Teyber, Franz",1756.0,1810.0,Austria,,opera.stanford,,"Teyber, Franz"
4987,"Thórdarson, Sigurdur","Thórdarson, Sigurdur",1895.0,1968.0,Iceland,,opera.stanford,,"Thórdarson, Sigurdur"
4988,"Thalberg, Sigismond","Thalberg, Sigismond (Fortuné François)",1812.0,1871.0,Switzerland,,opera.stanford,,"Thalberg, Sigismond (Fortuné François)"
4989,"Theile, Johann","Theile [Theil], Johann",1646.0,1724.0,Germany,,opera.stanford,,"Theile [Theil], Johann"
4990,"Thern, Károly","Thern, Károly",1817.0,1886.0,Czechia,,opera.stanford,,"Thern, Károly"
4991,"Thienen, Marcel van","Thienen, Marcel van",1922.0,,France,,opera.stanford,,"Thienen, Marcel van"
4992,"Thilloy, ",Thilloy,1970.0,,France,Male,operabase,Thilloy,
4993,"Thiriet, Maurice","Thiriet, Maurice",1906.0,1972.0,France,,opera.stanford,,"Thiriet, Maurice"
4994,"Thomé, Francis","Thomé, Francis [François Luc Joseph]",1850.0,1909.0,France,,opera.stanford,,"Thomé, Francis [François Luc Joseph]"
4995,"Thomalla, ",Thomalla,1975.0,,Germany,Male,operabase,Thomalla,
4996,"Thomas, Ambroise",ThomasA,1811.0,1896.0,France,Male,operabase,ThomasA,"Thomas, (Charles Louis) Ambroise"
4997,"Thomas, Arthur Goring","Thomas, Arthur Goring",1850.0,1892.0,United Kingdom,,opera.stanford,,"Thomas, Arthur Goring"
4998,"Thomas, John Rogers","Thomas, John Rogers",1829.0,1896.0,United Kingdom,,opera.stanford,,"Thomas, John Rogers"
4999,"Thomas, Mansel","Thomas, Mansel (Treharne)",1909.0,1986.0,United Kingdom,,opera.stanford,,"Thomas, Mansel (Treharne)"
5000,"Thommessen, Olav Anton","Thommessen, Olav Anton",1946.0,,Norway,,opera.stanford,,"Thommessen, Olav Anton"
5001,"Thomson, John","Thomson, John",1805.0,1841.0,United Kingdom,,opera.stanford,,"Thomson, John"
5002,"Thomson, Virgil John",Thomson Virgil John,1896.0,1989.0,United States,Male,operabase,Thomson,"Thomson, Virgil (Garnett)"
5003,"Thooft, Willem Frans","Thooft, Willem Frans",1829.0,1900.0,Netherlands,,opera.stanford,,"Thooft, Willem Frans"
5004,"Thordarson, ",Thordarson,1945.0,,Iceland,Male,operabase,Thordarson,
5005,"Thorne, Francis","Thorne, Francis",1922.0,,United States,,opera.stanford,,"Thorne, Francis"
5006,"Thorpe Davie, Cedric","Thorpe Davie, Cedric",1913.0,1983.0,United Kingdom,,opera.stanford,,"Thorpe Davie, Cedric"
5007,"Thorvaldsdottir, ",Thorvaldsdottir,1977.0,,Iceland,Female,operabase,Thorvaldsdottir,
5008,"Thow, John Holland","Thow, John Holland",1949.0,2007.0,United States,,opera.stanford,,"Thow, John Holland"
5009,"Thrane, Waldemar","Thrane, Waldemar",1790.0,1828.0,Norway,,opera.stanford,,"Thrane, Waldemar"
5010,"Thuille, Ludwig","Thuille, Ludwig (Wilhelm Andreas Maria)",1861.0,1907.0,Italy,,opera.stanford,,"Thuille, Ludwig (Wilhelm Andreas Maria)"
5011,"Thybo, Leif","Thybo, Leif",1922.0,,Denmark,,opera.stanford,,"Thybo, Leif"
5012,"Tiberti, Giacomo","Tiberti, Giacomo",1631.0,1689.0,Italy,,opera.stanford,,"Tiberti, Giacomo"
5013,"Tiehsen, Otto","Tiehsen, Otto",1817.0,1849.0,Poland,,opera.stanford,,"Tiehsen, Otto"
5014,"Tigranian, Armen","Tigranian, Armen (Tigran)",1879.0,1950.0,Armenia,,opera.stanford,Tigranian,"Tigranian, Armen (Tigran)"
5015,"Tijardovic, Ivo","Tijardovic, Ivo",1895.0,1976.0,Croatia,,opera.stanford,Tijardovic,"Tijardovic, Ivo"
5016,"Tikotsky, Evgeny","Tikotsky [Tsikotski], Evgeny (Karlovich)",1893.0,1970.0,Russia,,opera.stanford,,"Tikotsky [Tsikotski], Evgeny (Karlovich)"
5017,"Tinel, Edgar","Tinel, Edgar (Pierre Joseph)",1854.0,1912.0,Belgium,,opera.stanford,,"Tinel, Edgar (Pierre Joseph)"
5018,"Tippett, Michael",Tippett0,1905.0,1998.0,United Kingdom,Male,operabase,Tippett,"Tippett,"
5019,"Tirindelli, Pier Adolfo","Tirindelli, Pier Adolfo",1858.0,1937.0,Italy,,opera.stanford,,"Tirindelli, Pier Adolfo"
5020,"Tischhauser, Franz","Tischhauser, Franz",1921.0,,Switzerland,,opera.stanford,,"Tischhauser, Franz"
5021,"Tishchenko, Boris","Tishchenko, Boris (Ivanovich)",1939.0,,Russia,,opera.stanford,,"Tishchenko, Boris (Ivanovich)"
5022,"Titl, Anton Emil","Titl, Anton Emil",1809.0,1882.0,Czechia,,opera.stanford,,"Titl, Anton Emil"
5023,"Titov, Alexey Nikolayevich","Titov, Alexey Nikolayevich",1769.0,1827.0,Russia,,opera.stanford,,"Titov, Alexey Nikolayevich"
5024,"Titov, Sergey Nikolayevich","Titov, Sergey Nikolayevich",1770.0,1825.0,Russia,,opera.stanford,,"Titov, Sergey Nikolayevich"
5025,"Titus, Hiram","Titus, Hiram",1947.0,,United States,,opera.stanford,,"Titus, Hiram"
5026,"Toch, Ernst","Toch, Ernst",1887.0,1964.0,Austria,,opera.stanford,Toch,"Toch, Ernst"
5027,"Toda, Kunio","Toda, Kunio [Morikuni]",1915.0,,Japan,,opera.stanford,,"Toda, Kunio [Morikuni]"
5028,"Todd, ",Todd,1970.0,,United Kingdom,Male,operabase,Todd,
5029,"Toduta, Sigismund","Toduta, Sigismund",1908.0,1991.0,Romania,,opera.stanford,,"Toduta, Sigismund"
5030,"Toeschi, Johann  Christoph","Toeschi [Toesca de Castellamonte; von Toeska], Johann (Baptist) [Maria] Christoph",1735.0,1800.0,Germany,,opera.stanford,,"Toeschi [Toesca de Castellamonte; von Toeska], Johann (Baptist) [Maria] Christoph"
5031,"Toeschi, Karl Theodor","Toeschi [Toesca de Castellamonte; Toesca von Castellamonte], Karl Theodor",1768.0,1843.0,Germany,,opera.stanford,,"Toeschi [Toesca de Castellamonte; Toesca von Castellamonte], Karl Theodor"
5032,"Tofft, Alfred","Tofft, Alfred",1865.0,1931.0,Denmark,,opera.stanford,,"Tofft, Alfred"
5033,"TogniP, ",TogniP,1959.0,,Canada,Male,operabase,TogniP,
5034,"Tolbecque, Auguste","Tolbecque, Auguste",1830.0,1919.0,France,,opera.stanford,,"Tolbecque, Auguste"
5035,"Tolbecque, Jean-Baptiste-Joseph","Tolbecque, Jean-Baptiste-Joseph",1797.0,1869.0,Belgium,,opera.stanford,,"Tolbecque, Jean-Baptiste-Joseph"
5036,"Toldrá, Eduardo","Toldrá, Eduardo",1895.0,1962.0,Spain,,opera.stanford,,"Toldrá, Eduardo"
5037,"Tolstoy, Dmitri","Tolstoy, Dmitri",1923.0,,Germany,,opera.stanford,,"Tolstoy, Dmitri"
5038,"Tomás, Guillermo","Tomás, Guillermo",1868.0,1933.0,Cuba,,opera.stanford,,"Tomás, Guillermo"
5039,"Tomásek, Václav Jan Krtitel","Tomásek [Tomaschek], Václav Jan Krtitel [Wenzel Johann]",1774.0,1850.0,Czechia,,opera.stanford,,"Tomásek [Tomaschek], Václav Jan Krtitel [Wenzel Johann]"
5040,"Tomasi, Giovanni Battista","Tomasi, Giovanni Battista",1656.0,,Italy,,opera.stanford,,"Tomasi, Giovanni Battista"
5041,"Tomasi, Henri","Tomasi, Henri (Frédien)",1901.0,1971.0,France,,opera.stanford,,"Tomasi, Henri (Frédien)"
5042,"Tomeoni, Florido","Tomeoni, Florido",1755.0,1820.0,Italy,,opera.stanford,,"Tomeoni, Florido"
