,work,date,language,work_url
8083,Die Entführung aus dem Serail,1942-01-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28424
8084,Der Waffenschmied,1942-01-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23654
8085,Cavalleria rusticana,1942-01-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36544
8086,Elektra,1942-01-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22120
8087,Die Fledermaus,1942-01-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32682
8088,Tosca,1942-01-23,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34830
8089,Das Glöckchen des Eremiten,1942-01-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31975
8090,Siegfried,1942-01-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37284
8091,Rigoletto,1942-01-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23953
8092,Rigoletto,1942-01-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23954
8093,Der Rosenkavalier,1942-02-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23002
8094,Carmina burana,1942-02-05,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22075
8095,Tosca,1942-02-08,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34831
8096,Cavalleria rusticana,1942-02-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36545
8097,Carmina burana,1942-02-12,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22076
8098,Salome,1942-02-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21690
8099,Carmina burana,1942-02-17,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22077
8100,Elektra,1942-02-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27595
8101,Tosca,1942-02-26,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34832
8102,Carmina burana,1942-02-27,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22078
8103,Rigoletto,1942-03-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23955
8104,Carmina burana,1942-03-04,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22079
8105,Salome,1942-03-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21691
8106,Rigoletto,1942-03-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23956
8107,Tiefland,1942-03-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22403
8108,Der Rosenkavalier,1942-03-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23003
8109,Tiefland,1942-03-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22404
8110,Tiefland,1942-03-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22406
8111,Carmina burana,1942-03-20,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22081
8112,Salome,1942-03-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21692
8113,Cavalleria rusticana,1942-03-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36546
8114,Tosca,1942-03-27,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34833
8115,Salome,1942-03-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21693
8116,Der Waffenschmied,1942-04-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23655
8117,Parsifal,1942-04-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28637
8118,Parsifal,1942-04-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28638
8119,Parsifal,1942-04-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28639
8120,Palestrina,1942-04-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29179
8121,Die vier Grobiane (I quattro rusteghi),1942-04-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29889
8122,Carmina burana,1942-04-15,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22082
8123,Der Waffenschmied,1942-04-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23656
8124,Siegfried,1942-04-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37285
8125,Turandot,1942-04-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22658
8126,Salome,1942-04-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21694
8127,Cavalleria rusticana,1942-04-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36547
8128,Der Rosenkavalier,1942-04-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23004
8129,Der Waffenschmied,1942-05-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23657
8130,Columbus ( Christopher Columbus),1942-05-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22090
8131,Elektra,1942-05-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22121
8132,Cavalleria rusticana,1942-05-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36548
8133,Palestrina,1942-05-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29188
8134,Salome,1942-05-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21695
8135,Carmina burana,1942-05-09,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22083
8136,Columbus ( Christopher Columbus),1942-05-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22093
8137,Tosca,1942-05-11,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34834
8138,Rigoletto,1942-05-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23957
8139,Cavalleria rusticana,1942-05-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36695
8140,Columbus ( Christopher Columbus),1942-05-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22094
8141,Cavalleria rusticana,1942-05-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36549
8142,Die Entführung aus dem Serail,1942-05-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28425
8143,Tosca,1942-05-23,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34835
8144,Palestrina,1942-05-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29191
8145,Die Fledermaus,1942-05-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32683
8146,Der Rosenkavalier,1942-05-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23005
8147,Cavalleria rusticana,1942-05-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36550
8148,Carmina burana,1942-06-02,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22084
8149,Columbus ( Christopher Columbus),1942-06-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22095
8150,Siegfried,1942-06-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37286
8151,Tiefland,1942-06-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22407
8152,Salome,1942-06-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21696
8153,Elektra,1942-06-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22122
8154,Tiefland,1942-06-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22408
8155,Don Pasquale,1942-06-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21581
8156,Lohengrin,1942-06-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24150
8157,Lohengrin,1942-06-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24151
8158,Der Waffenschmied,1942-06-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23658
8159,Die neugierigen Frauen,1942-06-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23351
8160,Don Pasquale,1942-06-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21588
8161,Die neugierigen Frauen,1942-07-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23365
8162,Der Rosenkavalier,1942-07-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23006
8163,Der Rosenkavalier,1942-07-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/35843
8164,Die neugierigen Frauen,1942-07-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23366
8165,Cavalleria rusticana,1942-07-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36563
8166,Die neugierigen Frauen,1942-07-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23367
8167,Der Rosenkavalier,1942-07-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23007
8168,Tiefland,1942-07-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22439
8169,Die neugierigen Frauen,1942-07-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23368
8170,Don Pasquale,1942-07-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21589
8171,Cavalleria rusticana,1942-07-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36564
8172,Rigoletto,1942-09-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23958
8173,Don Pasquale,1942-09-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21590
8174,Siegfried,1942-09-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37287
8175,Salome,1942-09-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21697
8176,Die neugierigen Frauen,1942-09-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23369
8177,Cavalleria rusticana,1942-09-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36565
8178,Tosca,1942-09-15,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34872
8179,Don Pasquale,1942-09-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21591
8180,Columbus ( Christopher Columbus),1942-09-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22096
8181,Die vier Grobiane (I quattro rusteghi),1942-09-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29890
8182,Tiefland,1942-09-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22409
8183,Die neugierigen Frauen,1942-09-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23370
8184,Der Rosenkavalier,1942-09-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23008
8185,Die neugierigen Frauen,1942-09-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23371
8186,Die Fledermaus,1942-10-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32684
8187,Der Waffenschmied,1942-10-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23659
8188,Salome,1942-10-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21698
8189,Falstaff,1942-10-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43581
8190,Columbus ( Christopher Columbus),1942-10-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22097
8191,Tiefland,1942-10-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22410
8192,Die neugierigen Frauen,1942-10-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23377
8193,Don Pasquale,1942-10-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21592
8194,Tiefland,1942-10-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22411
8195,Die Fledermaus,1942-10-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32685
8196,Der Rosenkavalier,1942-10-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23009
8197,Falstaff,1942-10-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43582
8198,Tosca,1942-10-24,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34871
8199,Rigoletto,1942-10-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23964
8200,Tosca,1942-10-28,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34874
8201,Cavalleria rusticana,1942-10-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36566
8202,Der Waffenschmied,1942-11-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23660
8203,Der Rosenkavalier,1942-11-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23010
8204,Tiefland,1942-11-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22414
8205,Tosca,1942-11-08,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34875
8206,Parsifal,1942-11-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28640
8207,Parsifal,1942-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28641
8208,Salome,1942-11-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21699
8209,Tiefland,1942-11-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22438
8210,Die Entführung aus dem Serail,1942-11-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28426
8211,Der Rosenkavalier,1942-11-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23011
8212,Die Fledermaus,1942-11-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32687
8213,Dalibor,1942-11-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22802
8214,Cavalleria rusticana,1942-11-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36567
8215,Don Pasquale,1942-11-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21593
8216,Rigoletto,1942-11-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23965
8217,Siegfried,1942-12-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37288
8218,Don Pasquale,1942-12-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21594
8219,Dalibor,1942-12-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22807
8220,Tiefland,1942-12-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22416
8221,Don Pasquale,1942-12-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21595
8222,Don Pasquale,1942-12-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21596
8223,Carmina burana,1942-12-19,in deutscher und lateinischer Sprache,https://archiv.wiener-staatsoper.at/performances/22085
8224,Tiefland,1942-12-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22417
8225,Die neugierigen Frauen,1942-12-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23376
8226,Cavalleria rusticana,1942-12-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36568
8227,Der Rosenkavalier,1942-12-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23012
8228,Tosca,1942-12-29,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34876
8229,Salome,1942-12-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21700
8230,Die Fledermaus,1942-12-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32688
8231,Don Pasquale,1943-01-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21597
8232,Der Rosenkavalier,1943-01-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23013
8233,Wiener Blut,1943-01-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30883
8234,Tiefland,1943-01-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22418
