,work,composer,librettist,theatre,date
6170,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Linlithgow Academy Theatre,2006-09-30
6171,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Volunteer Hall, Galashiels",2006-10-03
6172,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Brunton Theatre,2006-10-05
6173,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Cinema, Newton Stewart",2006-10-07
6174,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Arts Guild Theatre,2006-10-10
6175,Parsifal,Richard Wagner,Richard Wagner,"Town Hall, Portobello",2006-10-01
6176,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Glasgow",2006-10-04
6177,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Glasgow",2006-10-07
6178,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Glasgow",2006-10-11
6179,Creation,Franz Joseph Haydn,Gottfried van Swieten,Usher Hall,2006-10-05
6180,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Glasgow",2006-10-14
6181,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Glasgow",2006-10-21
6182,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Village Hall, Lochinver",2006-10-14
6183,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Craigmonie Centre,2006-10-17
6184,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Sunart Centre,2006-10-19
6185,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Victoria Halls, Helensburgh",2006-10-21
6186,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Palace Theatre,2006-10-24
6187,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Village Hall, Whiting Bay",2006-10-28
6188,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Theatre Royal, Glasgow",2006-11-07
6189,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Theatre Royal, Glasgow",2006-11-09
6190,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Theatre Royal, Glasgow",2006-11-11
6191,Ernani,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,2006-11-07
6192,Ernani,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,2006-11-08
6193,Ernani,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,2006-11-09
6194,Ernani,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,2006-11-10
6195,Ernani,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,2006-11-11
6196,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","His Majesty's Theatre, Aberdeen",2006-11-13
6197,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Playhouse Theatre, Edinburgh",2006-11-16
6198,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Caird Hall,2006-11-21
6199,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Royal Concert Hall, Glasgow",2006-11-22
6200,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Glasgow",2006-11-14
6201,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Festival Theatre, Edinburgh",2006-11-21
6202,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Festival Theatre, Edinburgh",2006-11-25
6203,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Festival Theatre, Edinburgh",2006-11-29
6204,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Festival Theatre, Edinburgh",2006-12-01
6205,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2006-11-14
6206,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2006-11-15
6207,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Playhouse Theatre, Edinburgh",2006-11-17
6208,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Playhouse Theatre, Edinburgh",2006-11-18
6209,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Royal Concert Hall, Glasgow",2006-11-23
6210,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Royal Concert Hall, Glasgow",2006-11-24
6211,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Theatre Royal, Glasgow",2006-11-16
6212,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Theatre Royal, Glasgow",2006-11-18
6213,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Festival Theatre, Edinburgh",2006-11-24
6214,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Festival Theatre, Edinburgh",2006-11-30
6215,Tamerlano,George Frideric Handel,Nicola Francesco Haym,"Festival Theatre, Edinburgh",2006-12-02
6216,Heure Espagnole,Maurice Ravel,Franc Nohain,"Theatre Royal, Glasgow",2007-01-19
6217,Heure Espagnole,Maurice Ravel,Franc Nohain,"Theatre Royal, Glasgow",2007-01-20
6218,Heure Espagnole,Maurice Ravel,Franc Nohain,"Festival Theatre, Edinburgh",2007-01-25
6219,Heure Espagnole,Maurice Ravel,Franc Nohain,"Festival Theatre, Edinburgh",2007-01-27
6220,Gianni Schicchi,Giacomo Puccini,Giovacchino Forzano,"Theatre Royal, Glasgow",2007-01-19
6221,Gianni Schicchi,Giacomo Puccini,Giovacchino Forzano,"Theatre Royal, Glasgow",2007-01-20
6222,Gianni Schicchi,Giacomo Puccini,Giovacchino Forzano,"Festival Theatre, Edinburgh",2007-01-25
6223,Gianni Schicchi,Giacomo Puccini,Giovacchino Forzano,"Festival Theatre, Edinburgh",2007-01-27
6224,Kingdom,Edward Elgar,Edward Elgar,Caird Hall,2007-03-18
6225,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Royal Concert Hall, Glasgow",2007-03-20
6226,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Royal Concert Hall, Glasgow",2007-03-21
6227,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Playhouse Theatre, Edinburgh",2007-03-22
6228,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2007-03-28
6229,Nabucco,,,"Festival Theatre, Edinburgh",2007-03-21
6230,Nabucco,,,"Festival Theatre, Edinburgh",2007-03-22
6231,Nabucco,,,"Festival Theatre, Edinburgh",2007-03-23
6232,Nabucco,,,"Festival Theatre, Edinburgh",2007-03-24
6233,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"Playhouse Theatre, Edinburgh",2007-03-23
6234,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"Playhouse Theatre, Edinburgh",2007-03-24
6235,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,Caird Hall,2007-03-25
6236,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"His Majesty's Theatre, Aberdeen",2007-03-26
6237,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"His Majesty's Theatre, Aberdeen",2007-03-27
6238,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Town House, Hamilton",2007-04-03
6239,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Easterbrook Hall,2007-04-05
6240,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Town Hall, Elgin",2007-04-12
6241,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Duthac Centre, Tain",2007-04-14
6242,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Reid Hall,2007-04-19
6243,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Corran Hall,2007-04-21
6244,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Carnegie Hall, Dunfermline",2007-04-24
6245,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Albert Halls,2007-04-27
6246,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Gaiety Theatre, Ayr",2007-05-03
6247,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée",Tait Hall,2007-05-05
6248,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Haddo House Hall,2007-04-18
6249,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Haddo House Hall,2007-04-20
6250,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Haddo House Hall,2007-04-21
6251,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Haddo House Hall,2007-04-18
6252,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Haddo House Hall,2007-04-20
6253,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Haddo House Hall,2007-04-21
6254,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2007-04-25
6255,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2007-04-28
6256,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Glasgow",2007-05-16
6257,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Glasgow",2007-05-19
6258,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Glasgow",2007-05-22
6259,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Glasgow",2007-05-26
6260,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Glasgow",2007-05-31
6261,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,Regent Theatre,2007-06-08
6262,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2007-05-17
6263,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2007-05-23
6264,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2007-05-25
6265,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",2007-05-30
6266,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Regent Theatre,2007-06-05
6267,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Regent Theatre,2007-06-07
6268,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Regent Theatre,2007-06-09
6269,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,Perth Theatre,2007-05-24
6270,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,Perth Theatre,2007-05-26
6271,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky",Perth Theatre,2007-05-25
6272,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2007-06-11
6273,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2007-06-12
6274,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",2007-06-13
6275,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",2007-06-15
6276,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",2007-06-19
6277,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",2007-06-21
6278,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",2007-06-23
6279,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2007-06-28
6280,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2007-06-30
6281,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2007-06-13
6282,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2007-06-14
6283,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2007-06-15
6284,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2007-06-16
6285,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Festival Theatre, Edinburgh",2007-06-16
6286,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Festival Theatre, Edinburgh",2007-06-20
6287,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Festival Theatre, Edinburgh",2007-06-22
6288,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"His Majesty's Theatre, Aberdeen",2007-06-26
6289,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Assembly Rooms,2007-07-31
6290,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Assembly Rooms,2007-08-01
6291,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Assembly Rooms,2007-08-02
6292,Candide,Leonard Bernstein,"Lillian Hellman
				Hugh Wheeler
				Richard Wilbur
				John Latouche
				Dorothy Parker
				Leonard Bernstein
				Stephen Sondheim",Usher Hall,2007-08-10
6293,Orfeo,Claudio Monteverdi,Alessandro Striggio,"Festival Theatre, Edinburgh",2007-08-11
6294,Orlando furioso,Antonio Vivaldi,Grazio Braccioli,Usher Hall,2007-08-12
6295,Orfeo,Claudio Monteverdi,Alessandro Striggio,"Festival Theatre, Edinburgh",2007-08-13
6296,Orfeo,Claudio Monteverdi,Alessandro Striggio,"Festival Theatre, Edinburgh",2007-08-14
6297,Turing Test,Julian Wagstaff,Julian Wagstaff,"St Augustine's, Edinburgh",2007-08-15
6298,Turing Test,Julian Wagstaff,Julian Wagstaff,"St Augustine's, Edinburgh",2007-08-16
6299,Turing Test,Julian Wagstaff,Julian Wagstaff,"St Augustine's, Edinburgh",2007-08-17
6300,Turing Test,Julian Wagstaff,Julian Wagstaff,"St Augustine's, Edinburgh",2007-08-18
6301,Turing Test,Julian Wagstaff,Julian Wagstaff,"St Augustine's, Edinburgh",2007-08-19
6302,Dido and Aeneas,Henry Purcell,Nahum Tate,Usher Hall,2007-08-26
6303,Prima la musica e poi le parole,Antonio Salieri,Giambattista Casti,Usher Hall,2007-08-26
6304,Capriccio,Richard Strauss,"Clemens Krauss
				Richard Strauss","Festival Theatre, Edinburgh",2007-08-28
6305,Capriccio,Richard Strauss,"Clemens Krauss
				Richard Strauss","Festival Theatre, Edinburgh",2007-08-30
6306,Capriccio,Richard Strauss,"Clemens Krauss
				Richard Strauss","Festival Theatre, Edinburgh",2007-09-01
6307,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Byre Theatre,2007-09-01
6308,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Eastwood Park Theatre,2007-09-05
6309,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Macphail Theatre,2007-09-08
6310,Cenerentola,Gioachino Rossini,Jacopo Ferretti,An Lanntair,2007-09-11
6311,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Village Hall, Lochcarron",2007-09-13
6312,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Orkney Arts Centre,2007-09-15
6313,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Thurso High School,2007-09-18
6314,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Craigmonie Centre,2007-09-20
6315,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Village Hall, Ballachulish",2007-09-22
6316,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Woodend Barn,2007-09-25
6317,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Linlithgow Academy Theatre,2007-09-29
6318,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Rothesay Pavilion,2007-10-02
6319,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Memorial Hall, Lanark",2007-10-04
6320,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Victoria Halls, Helensburgh",2007-10-06
6321,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Barrfields Theatre, Vikingar, Largs",2007-10-09
6322,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Ryan Centre,2007-10-11
6323,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Playhouse Theatre, Edinburgh",2007-09-14
6324,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","His Majesty's Theatre, Aberdeen",2007-10-09
6325,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","His Majesty's Theatre, Aberdeen",2007-10-10
6326,Nabucco,,,"Playhouse Theatre, Edinburgh",2007-09-15
6327,Nabucco,,,"His Majesty's Theatre, Aberdeen",2007-10-08
6328,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"Town Hall, Portobello",2007-09-30
6329,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Glasgow",2007-10-03
6330,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Glasgow",2007-10-06
6331,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Perth Theatre,2007-10-13
6332,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Adam Smith Theatre,2007-10-16
6333,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Buccleuch Centre,2007-10-18
6334,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Municipal Hall, Biggar",2007-10-20
6335,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Theatre Royal, Glasgow",2007-10-19
6336,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Theatre Royal, Glasgow",2007-10-27
6337,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Theatre Royal, Glasgow",2007-10-31
6338,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Theatre Royal, Glasgow",2007-11-03
6339,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"His Majesty's Theatre, Aberdeen",2007-11-10
6340,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Glasgow",2007-10-20
6341,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Glasgow",2007-10-30
6342,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Glasgow",2007-11-01
6343,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"His Majesty's Theatre, Aberdeen",2007-11-07
6344,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"His Majesty's Theatre, Aberdeen",2007-11-09
6345,Elixir of Love,Gaetano Donizetti,Felice Romani,Bonar Hall,2007-11-08
6346,Elixir of Love,Gaetano Donizetti,Felice Romani,Bonar Hall,2007-11-09
6347,Elixir of Love,Gaetano Donizetti,Felice Romani,Bonar Hall,2007-11-10
6348,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Eden Court Theatre,2007-11-14
6349,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Eden Court Theatre,2007-11-16
6350,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Festival Theatre, Edinburgh",2007-11-23
6351,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Festival Theatre, Edinburgh",2007-11-28
6352,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Festival Theatre, Edinburgh",2007-12-01
6353,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,Eden Court Theatre,2007-11-17
6354,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Festival Theatre, Edinburgh",2007-11-24
6355,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Festival Theatre, Edinburgh",2007-11-27
6356,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"Festival Theatre, Edinburgh",2007-11-29
6357,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Caird Hall,2007-11-18
6358,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Royal Concert Hall, Glasgow",2007-11-20
6359,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Royal Concert Hall, Glasgow",2007-11-21
6360,Nabucco,,,"Royal Concert Hall, Glasgow",2007-11-19
6361,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky","Theatre Royal, Glasgow",2008-01-25
6362,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky","Theatre Royal, Glasgow",2008-01-26
6363,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky","Festival Theatre, Edinburgh",2008-01-31
6364,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky","Festival Theatre, Edinburgh",2008-02-02
6365,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2008-03-15
6366,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2008-03-17
6367,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2008-03-18
6368,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,New Athenaeum Theatre,2008-03-19
6369,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",2008-03-27
6370,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Royal Concert Hall, Glasgow",2008-04-07
6371,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Playhouse Theatre, Edinburgh",2008-04-10
6372,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2008-03-28
6373,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",2008-03-29
6374,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Royal Concert Hall, Glasgow",2008-04-08
6375,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Reid Concert Hall, Edinburgh",2008-04-09
6376,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Playhouse Theatre, Edinburgh",2008-04-11
6377,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Playhouse Theatre, Edinburgh",2008-04-12
6378,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Concert Hall, Motherwell",2008-04-01
6379,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Town Hall, Falkirk",2008-04-03
6380,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Webster Theatre,2008-04-08
6381,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Town Hall, Elgin",2008-04-12
6382,Night at the Chinese Opera,Judith Weir,Judith Weir,"Theatre Royal, Glasgow",2008-04-11
6383,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Caird Hall,2008-04-13
6384,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Duthac Centre, Tain",2008-04-14
6385,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Corran Hall,2008-04-16
6386,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Tait Hall,2008-04-22
6387,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Easterbrook Hall,2008-04-24
6388,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Carnegie Hall, Dunfermline",2008-04-26
6389,Night at the Chinese Opera,Judith Weir,Judith Weir,"Theatre Royal, Glasgow",2008-04-19
6390,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Glasgow",2008-05-13
6391,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Glasgow",2008-05-15
6392,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Glasgow",2008-05-17
6393,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Glasgow",2008-05-21
6394,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Glasgow",2008-05-24
6395,Falstaff,Giuseppe Verdi,Arrigo Boito,"His Majesty's Theatre, Aberdeen",2008-06-05
6396,Falstaff,Giuseppe Verdi,Arrigo Boito,"His Majesty's Theatre, Aberdeen",2008-06-07
6397,Falstaff,Giuseppe Verdi,Arrigo Boito,Eden Court Theatre,2008-06-12
6398,Night at the Chinese Opera,Judith Weir,Judith Weir,"Theatre Royal, Glasgow",2008-05-20
6399,Night at the Chinese Opera,Judith Weir,Judith Weir,"Theatre Royal, Glasgow",2008-05-22
6400,Night at the Chinese Opera,Judith Weir,Judith Weir,"His Majesty's Theatre, Aberdeen",2008-06-06
6401,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Theatre,2008-05-22
6402,Anna Bolena,Gaetano Donizetti,Felice Romani,Perth Theatre,2008-05-24
6403,Night at the Chinese Opera,Judith Weir,Judith Weir,Eden Court Theatre,2008-06-13
6404,Night at the Chinese Opera,Judith Weir,Judith Weir,"Festival Theatre, Edinburgh",2008-06-25
6405,Night at the Chinese Opera,Judith Weir,Judith Weir,"Festival Theatre, Edinburgh",2008-06-27
6406,Falstaff,Giuseppe Verdi,Arrigo Boito,Eden Court Theatre,2008-06-14
6407,Falstaff,Giuseppe Verdi,Arrigo Boito,"Festival Theatre, Edinburgh",2008-06-18
6408,Falstaff,Giuseppe Verdi,Arrigo Boito,"Festival Theatre, Edinburgh",2008-06-21
6409,Falstaff,Giuseppe Verdi,Arrigo Boito,"Festival Theatre, Edinburgh",2008-06-26
6410,Falstaff,Giuseppe Verdi,Arrigo Boito,"Festival Theatre, Edinburgh",2008-06-28
6411,Mahagonny,Kurt  Weill,Bertolt Brecht,Usher Hall,2008-08-08
6412,Two Widows,Bedřich Smetana,Emanuel Züngel,"Festival Theatre, Edinburgh",2008-08-09
6413,Two Widows,Bedřich Smetana,Emanuel Züngel,"Festival Theatre, Edinburgh",2008-08-11
6414,Two Widows,Bedřich Smetana,Emanuel Züngel,"Festival Theatre, Edinburgh",2008-08-12
6415,Aleko,Sergey Rachmaninov,Vladimir Nemirovich-Danchenko,Usher Hall,2008-08-24
6416,King Roger,Karol Szymanowski,"Jaroslav Iwaszkiewicz
				Karol Szymanowski","Festival Theatre, Edinburgh",2008-08-25
6417,King Roger,Karol Szymanowski,"Jaroslav Iwaszkiewicz
				Karol Szymanowski","Festival Theatre, Edinburgh",2008-08-27
6418,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eastwood Park Theatre,2008-09-04
6419,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eastwood Park Theatre,2008-09-06
6420,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Duthac Centre, Tain",2008-09-09
6421,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Thurso High School,2008-09-11
6422,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Orkney Arts Centre,2008-09-13
