,work,composer,librettist,theatre,date
6423,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Macphail Theatre,2008-09-16
6424,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",An Lanntair,2008-09-18
6425,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Plockton High School,2008-09-20
6426,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Nevis Centre,2008-09-23
6427,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Albert Halls,2008-09-25
6428,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Perth Theatre,2008-09-27
6429,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Buccleuch Centre,2008-09-30
6430,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Gaiety Theatre, Ayr",2008-10-02
6431,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Cinema, Newton Stewart",2008-10-04
6432,Rhinegold,Richard Wagner,Richard Wagner,"Town Hall, Portobello",2008-09-28
6433,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Theatre Royal, Glasgow",2008-10-07
6434,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Theatre Royal, Glasgow",2008-10-11
6435,Two Widows,Bedřich Smetana,Emanuel Züngel,"Theatre Royal, Glasgow",2008-10-10
6436,Two Widows,Bedřich Smetana,Emanuel Züngel,"Theatre Royal, Glasgow",2008-10-14
6437,Two Widows,Bedřich Smetana,Emanuel Züngel,"Theatre Royal, Glasgow",2008-10-17
6438,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Community Centre, Nairn",2008-10-14
6439,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Craigmonie Centre,2008-10-16
6440,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Corran Hall,2008-10-18
6441,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Deeside Theatre,2008-10-21
6442,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Reid Hall,2008-10-23
6443,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Byre Theatre,2008-10-25
6444,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Queen's Hall, Dunoon",2008-10-28
6445,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Tait Hall,2008-10-30
6446,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Brunton Theatre,2008-11-01
6447,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Community Theatre, Peterhead",2008-11-04
6448,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Festival Theatre, Pitlochry",2008-11-06
6449,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Platform, The Bridge",2008-11-08
6450,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Theatre Royal, Glasgow",2008-10-18
6451,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Theatre Royal, Glasgow",2008-10-31
6452,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,Eden Court Theatre,2008-11-07
6453,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",2008-10-30
6454,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",2008-11-01
6455,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Eden Court Theatre,2008-11-06
6456,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Eden Court Theatre,2008-11-08
6457,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Bonar Hall,2008-11-04
6458,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Bonar Hall,2008-11-05
6459,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Bonar Hall,2008-11-06
6460,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Bonar Hall,2008-11-07
6461,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",2008-11-13
6462,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",2008-11-15
6463,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",2008-11-19
6464,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",2008-11-23
6465,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",2008-11-27
6466,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",2008-11-29
6467,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"His Majesty's Theatre, Aberdeen",2008-11-14
6468,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Festival Theatre, Edinburgh",2008-11-22
6469,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Festival Theatre, Edinburgh",2008-11-26
6470,Secret Marriage,Domenico Cimarosa,Giovanni Bertati,"Festival Theatre, Edinburgh",2008-11-28
6471,Damnation of Faust,Hector Berlioz,"Almire Gandonnière
				Hector Berlioz",Perth Concert Hall,2008-12-05
6472,Damnation of Faust,Hector Berlioz,"Almire Gandonnière
				Hector Berlioz","Royal Concert Hall, Glasgow",2008-12-06
6473,Creation,Franz Joseph Haydn,Gottfried van Swieten,Caird Hall,2008-12-14
6474,Love for Three Oranges,Sergey Prokofiev,Sergey Prokofiev,"Theatre Royal, Glasgow",2009-01-23
6475,Love for Three Oranges,Sergey Prokofiev,Sergey Prokofiev,"Festival Theatre, Edinburgh",2009-01-28
6476,Love for Three Oranges,Sergey Prokofiev,Sergey Prokofiev,"Festival Theatre, Edinburgh",2009-01-31
6477,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Playhouse Theatre, Edinburgh",2009-02-05
6478,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",2009-02-06
6479,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",2009-02-08
6480,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",2009-02-12
6481,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"Playhouse Theatre, Edinburgh",2009-02-06
6482,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Playhouse Theatre, Edinburgh",2009-02-07
6483,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy",Caird Hall,2009-02-08
6484,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",2009-02-14
6485,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Grand Opera House, Belfast",2009-02-26
6486,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Grand Opera House, Belfast",2009-02-28
6487,Lightning-Rod Man,Martin Dixon,Amy Parker,Òran Mór,2009-02-20
6488,Lightning-Rod Man,Martin Dixon,Amy Parker,Òran Mór,2009-02-20
6489,Lightning-Rod Man,Martin Dixon,Amy Parker,Òran Mór,2009-02-20
6490,Lightning-Rod Man,Martin Dixon,Amy Parker,Òran Mór,2009-02-21
6491,Lightning-Rod Man,Martin Dixon,Amy Parker,Òran Mór,2009-02-21
6492,Lightning-Rod Man,Martin Dixon,Amy Parker,Òran Mór,2009-02-22
6493,Lightning-Rod Man,Martin Dixon,Amy Parker,"Hub, The",2009-03-07
6494,Lightning-Rod Man,Martin Dixon,Amy Parker,"Hub, The",2009-03-07
6495,Lightning-Rod Man,Martin Dixon,Amy Parker,"Hub, The",2009-03-08
6496,Five:15  (2),,,Òran Mór,2009-02-20
6497,Five:15  (2),,,Òran Mór,2009-02-21
6498,Five:15  (2),,,Òran Mór,2009-02-21
6499,Five:15  (2),,,Òran Mór,2009-02-22
6500,Five:15  (2),,,"Hub, The",2009-03-06
6501,Five:15  (2),,,"Hub, The",2009-03-07
6502,Five:15  (2),,,"Hub, The",2009-03-07
6503,Five:15  (2),,,"Hub, The",2009-03-08
6504,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy",Òran Mór,2009-02-20
6505,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy",Òran Mór,2009-02-21
6506,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy",Òran Mór,2009-02-21
6507,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy",Òran Mór,2009-02-22
6508,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy","Hub, The",2009-03-07
6509,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy","Hub, The",2009-03-07
6510,Happy Story,David Fennessy,"Nicholas Bone
				David Fennessy","Hub, The",2009-03-08
6511,White,Gareth Williams,Margaret McCartney,Òran Mór,2009-02-20
6512,White,Gareth Williams,Margaret McCartney,Òran Mór,2009-02-21
6513,White,Gareth Williams,Margaret McCartney,Òran Mór,2009-02-21
6514,White,Gareth Williams,Margaret McCartney,Òran Mór,2009-02-22
6515,White,Gareth Williams,Margaret McCartney,"Hub, The",2009-03-07
6516,White,Gareth Williams,Margaret McCartney,"Hub, The",2009-03-07
6517,White,Gareth Williams,Margaret McCartney,"Hub, The",2009-03-08
6518,Death of a Scientist,John Harris,Zinnie Harris,Òran Mór,2009-02-20
6519,Death of a Scientist,John Harris,Zinnie Harris,Òran Mór,2009-02-21
6520,Death of a Scientist,John Harris,Zinnie Harris,Òran Mór,2009-02-21
6521,Death of a Scientist,John Harris,Zinnie Harris,Òran Mór,2009-02-22
6522,Death of a Scientist,John Harris,Zinnie Harris,"Hub, The",2009-03-07
6523,Death of a Scientist,John Harris,Zinnie Harris,"Hub, The",2009-03-07
6524,Death of a Scientist,John Harris,Zinnie Harris,"Hub, The",2009-03-08
6525,Remembrance Day,Stuart MacRae,Louise Welsh,Òran Mór,2009-02-20
6526,Remembrance Day,Stuart MacRae,Louise Welsh,Òran Mór,2009-02-21
6527,Remembrance Day,Stuart MacRae,Louise Welsh,Òran Mór,2009-02-21
6528,Remembrance Day,Stuart MacRae,Louise Welsh,Òran Mór,2009-02-22
6529,Remembrance Day,Stuart MacRae,Louise Welsh,"Hub, The",2009-03-07
6530,Remembrance Day,Stuart MacRae,Louise Welsh,"Hub, The",2009-03-07
6531,Remembrance Day,Stuart MacRae,Louise Welsh,"Hub, The",2009-03-08
6532,Ballo delle ingrate,Claudio Monteverdi,Ottavio Rinuccini,All Saints Hall,2009-02-26
6533,Ballo delle ingrate,Claudio Monteverdi,Ottavio Rinuccini,All Saints Hall,2009-02-27
6534,Ballo delle ingrate,Claudio Monteverdi,Ottavio Rinuccini,All Saints Hall,2009-02-28
6535,Dido and Aeneas,Henry Purcell,Nahum Tate,All Saints Hall,2009-02-26
6536,Dido and Aeneas,Henry Purcell,Nahum Tate,All Saints Hall,2009-02-27
6537,Dido and Aeneas,Henry Purcell,Nahum Tate,All Saints Hall,2009-02-28
6538,Clemenza di Tito,Wolfgang Amadeus Mozart,Caterino Mazzolà,St Cecilia's Hall,2009-03-06
6539,Clemenza di Tito,Wolfgang Amadeus Mozart,Caterino Mazzolà,St Cecilia's Hall,2009-03-07
6540,Clemenza di Tito,Wolfgang Amadeus Mozart,Caterino Mazzolà,St Cecilia's Hall,2009-03-09
6541,Clemenza di Tito,Wolfgang Amadeus Mozart,Caterino Mazzolà,St Cecilia's Hall,2009-03-10
6542,Phaedra,,,New Athenaeum Theatre,2009-03-21
6543,Phaedra,,,New Athenaeum Theatre,2009-03-23
6544,Phaedra,,,New Athenaeum Theatre,2009-03-25
6545,Phaedra,,,New Athenaeum Theatre,2009-03-26
6546,Ariadne auf Naxos,,Hugo von Hofmannsthal,New Athenaeum Theatre,2009-03-21
6547,Ariadne auf Naxos,,Hugo von Hofmannsthal,New Athenaeum Theatre,2009-03-23
6548,Ariadne auf Naxos,,Hugo von Hofmannsthal,New Athenaeum Theatre,2009-03-25
6549,Ariadne auf Naxos,,Hugo von Hofmannsthal,New Athenaeum Theatre,2009-03-26
6550,Puritani,Vincenzo Bellini,Carlo Pepoli,"City Halls, Glasgow",2009-03-29
6551,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky",Haddo House Hall,2009-04-15
6552,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky",Haddo House Hall,2009-04-17
6553,Eugene Onegin,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky
				Konstantin Shilovsky",Haddo House Hall,2009-04-18
6554,Dido and Aeneas,Henry Purcell,Nahum Tate,"City Halls, Glasgow",2009-04-19
6555,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",2009-04-29
6556,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",2009-05-02
6557,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","His Majesty's Theatre, Aberdeen",2009-05-07
6558,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"His Majesty's Theatre, Aberdeen",2009-05-08
6559,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"His Majesty's Theatre, Aberdeen",2009-05-09
6560,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,Caird Hall,2009-05-11
6561,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Clyde Auditorium, SECC",2009-05-10
6562,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",2009-05-16
6563,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",2009-05-28
6564,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",2009-05-30
6565,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Empire Theatre, Eden Court",2009-06-04
6566,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Empire Theatre, Eden Court",2009-06-06
6567,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",2009-06-11
6568,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Theatre Royal, Glasgow",2009-05-20
6569,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Theatre Royal, Glasgow",2009-05-23
6570,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Theatre Royal, Glasgow",2009-05-29
6571,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Theatre Royal, Glasgow",2009-05-31
6572,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Empire Theatre, Eden Court",2009-06-05
6573,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","His Majesty's Theatre, Aberdeen",2009-06-12
6574,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Perth Theatre,2009-05-21
6575,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Perth Theatre,2009-05-23
6576,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Perth Theatre,2009-05-22
6577,Auntie Janet Saves the Planet,Karen Macivar,,"Empire Theatre, Eden Court",2009-06-06
6578,Auntie Janet Saves the Planet,Karen Macivar,,"Empire Theatre, Eden Court",2009-06-06
6579,Auntie Janet Saves the Planet,Karen Macivar,,"Empire Theatre, Eden Court",2009-06-07
6580,Auntie Janet Saves the Planet,Karen Macivar,,"Empire Theatre, Eden Court",2009-06-07
6581,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Abbey House Gardens,2009-06-07
6582,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","King's Theatre, Glasgow",2009-06-11
6583,Auntie Janet Saves the Planet,Karen Macivar,,Lemon Tree,2009-06-13
6584,Auntie Janet Saves the Planet,Karen Macivar,,Lemon Tree,2009-06-13
6585,Auntie Janet Saves the Planet,Karen Macivar,,Lemon Tree,2009-06-14
6586,Auntie Janet Saves the Planet,Karen Macivar,,Lemon Tree,2009-06-14
6587,Auntie Janet Saves the Planet,Karen Macivar,,Traverse Theatre,2009-06-19
6588,Auntie Janet Saves the Planet,Karen Macivar,,Traverse Theatre,2009-06-20
6589,Auntie Janet Saves the Planet,Karen Macivar,,Traverse Theatre,2009-06-20
6590,Auntie Janet Saves the Planet,Karen Macivar,,Traverse Theatre,2009-06-21
6591,Auntie Janet Saves the Planet,Karen Macivar,,Traverse Theatre,2009-06-21
6592,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",2009-06-13
6593,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2009-06-19
6594,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2009-06-21
6595,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2009-06-25
6596,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",2009-06-27
6597,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",2009-06-13
6598,Lighthouse,Peter Maxwell Davies,Peter Maxwell Davies,Pickaquoy Centre,2009-06-19
6599,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Festival Theatre, Edinburgh",2009-06-20
6600,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Festival Theatre, Edinburgh",2009-06-24
6601,Manon,Jules Massenet,"Henri Meilhac
				Philippe Gille","Festival Theatre, Edinburgh",2009-06-26
6602,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",New Athenaeum Theatre,2009-06-27
6603,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",New Athenaeum Theatre,2009-06-29
6604,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",New Athenaeum Theatre,2009-07-01
6605,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",New Athenaeum Theatre,2009-07-02
6606,Elijah,Felix Mendelssohn,Julius Schubring,Greyfriars Tollbooth and Highland Kirk,2009-06-27
6607,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Duthie Park,2009-06-30
6608,Love for Three Oranges,Sergey Prokofiev,Sergey Prokofiev,"Theatre Royal, Glasgow",2009-07-24
6609,Judas Maccabaeus,George Frideric Handel,Thomas Morell,Usher Hall,2009-08-14
6610,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,Usher Hall,2009-08-21
6611,Rinaldo,George Frideric Handel,Giacomo Rossi,Usher Hall,2009-08-24
6612,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Rosslyn Chapel,2009-08-26
6613,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Rosslyn Chapel,2009-08-27
6614,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Rosslyn Chapel,2009-08-28
6615,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Rosslyn Chapel,2009-08-29
6616,Admeto,George Frideric Handel,Nicola Francesco Haym,"Festival Theatre, Edinburgh",2009-08-28
6617,Admeto,George Frideric Handel,Nicola Francesco Haym,"Festival Theatre, Edinburgh",2009-08-29
6618,Admeto,George Frideric Handel,Nicola Francesco Haym,"Festival Theatre, Edinburgh",2009-08-31
6619,Don Carlos,Giuseppe Verdi,"Joseph Méry
				Camille du Locle",Dundee Contemporary Arts (DCA),2009-08-30
6620,Acis and Galatea,George Frideric Handel,John Gay,Usher Hall,2009-08-30
6621,Flying Dutchman,Richard Wagner,Richard Wagner,Usher Hall,2009-09-01
6622,Actus Tragicus,,,"Festival Theatre, Edinburgh",2009-09-04
6623,Actus Tragicus,,,"Festival Theatre, Edinburgh",2009-09-05
6624,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Eastwood Park Theatre,2009-09-10
6625,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Eastwood Park Theatre,2009-09-12
6626,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Craigmonie Centre,2009-09-15
6627,Kátya Kabanová,Leoš Janáček,Leoš Janáček,"Victoria Hall, Cromarty",2009-09-17
6628,Kátya Kabanová,Leoš Janáček,Leoš Janáček,An Lanntair,2009-09-19
6629,Kátya Kabanová,Leoš Janáček,Leoš Janáček,"Town Hall, Elgin",2009-09-22
6630,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Deeside Theatre,2009-09-24
6631,Kátya Kabanová,Leoš Janáček,Leoš Janáček,"Garrison Theatre, Lerwick",2009-09-26
6632,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Orkney Arts Centre,2009-09-29
6633,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Wick High School,2009-10-01
6634,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Sunart Centre,2009-10-03
6635,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Whitehall Theatre,2009-10-06
6636,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Nevis Centre,2009-10-08
6637,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Linlithgow Academy Theatre,2009-10-10
6638,Elixir of Love,Gaetano Donizetti,Felice Romani,"Theatre Royal, Glasgow",2009-09-23
6639,Elixir of Love,Gaetano Donizetti,Felice Romani,"Theatre Royal, Glasgow",2009-09-26
6640,Elixir of Love,Gaetano Donizetti,Felice Romani,"Theatre Royal, Glasgow",2009-09-25
6641,Friends of Scottish Opera,,,Venues for Friends of Scottish Opera,2009-09-26
6642,Walküre,,,"Town Hall, Portobello",2009-09-27
6643,Concert including Operatic Excerpts,,,St Andrew's in the Square,2009-09-27
6644,Friends of Scottish Opera,,,Venues for Friends of Scottish Opera,2009-10-04
6645,Elixir of Love,Gaetano Donizetti,Felice Romani,"St Andrews Building, University of Glasgow",2009-10-05
6646,Concert,,,"Music Hall, Aberdeen",2009-10-05
6647,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Church Hill Theatre,2009-10-07
6648,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Church Hill Theatre,2009-10-08
6649,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Church Hill Theatre,2009-10-09
6650,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Church Hill Theatre,2009-10-10
6651,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Church Hill Theatre,2009-10-07
6652,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Church Hill Theatre,2009-10-08
6653,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Church Hill Theatre,2009-10-09
6654,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Church Hill Theatre,2009-10-10
6655,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Cameo Picturehouse, Edinburgh",2009-10-10
6656,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Belmont Picturehouse, Aberdeen",2009-10-10
6657,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Pavilion Cinema, Galashiels",2009-10-10
6658,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",Perth Museum and Art Gallery,2009-10-12
6659,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Rothes Halls,2009-10-13
6660,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Magnum Theatre,2009-10-15
6661,Kátya Kabanová,Leoš Janáček,Leoš Janáček,"Victoria Halls, Helensburgh",2009-10-17
6662,Kátya Kabanová,Leoš Janáček,Leoš Janáček,Buccleuch Centre,2009-10-20
6663,Kátya Kabanová,Leoš Janáček,Leoš Janáček,"Volunteer Hall, Galashiels",2009-10-22
6664,Kátya Kabanová,Leoš Janáček,Leoš Janáček,"Platform, The Bridge",2009-10-24
6665,Tales of Hoffmann,Jacques Offenbach,"Michel Carré
				Jules Barbier",Dundee University,2009-10-14
6666,Elixir of Love,Gaetano Donizetti,Felice Romani,Edinburgh Society of Musicians,2009-10-14
6667,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"Theatre Royal, Glasgow",2009-10-21
6668,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"Theatre Royal, Glasgow",2009-10-25
6669,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"Theatre Royal, Glasgow",2009-10-29
6670,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"Theatre Royal, Glasgow",2009-10-31
6671,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"Empire Theatre, Eden Court",2009-11-07
