,composer,composer_info,work
20019,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Les Fêtes d'Hébé
20020,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Dardanus
20021,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",La Princesse de Navarre
20022,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Platée
20023,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Les Fêtes de Polymnie
20024,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Le Temple de la gloire
20025,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ","Les Fêtes de l'Hymen et de l'Amour,"
20026,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Zaïs
20027,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Les Surprises de l'Amour
20028,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Naïs
20029,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Zoroastre
20030,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Linus
20031,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ","Acante et Céphise,"
20032,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Daphnis et Eglé
20033,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Lysis et Délie
20034,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Le Procureur dupé sans le savoir
20035,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ",Les Paladins
20036,"Rameau, Jean-Philippe"," (*25.9.1683 Dijon - 12.9.1764 Paris)
  ","Abaris,"
20037,"Rampini, Domenico"," (c.1765 Friuli - 19.12.1816 Trieste)
  ",L'impresario di Smirne
20038,"Rampini, Domenico"," (c.1765 Friuli - 19.12.1816 Trieste)
  ",Pimmalione
20039,"Rampini [Rampin], (Giovanni) Giacomo"," (1680 Padova - 27.5.1760 Padova)
  ",Armida in Damasco
20040,"Rampini [Rampin], (Giovanni) Giacomo"," (1680 Padova - 27.5.1760 Padova)
  ",La gloria trionfata d'amore
20041,"Rampini [Rampin], (Giovanni) Giacomo"," (1680 Padova - 27.5.1760 Padova)
  ",Marco Attilio Regolo
20042,"Rampini [Rampin], (Giovanni) Giacomo"," (1680 Padova - 27.5.1760 Padova)
  ",Ercole sul Termodonte
20043,"Randegger, Alberto"," (13.4.1832 Trieste - 18.12.1911 London)
  ",Bianca Capello
20044,"Randegger, Alberto"," (13.4.1832 Trieste - 18.12.1911 London)
  ",The Rival Beauties
20045,"Randegger, Alberto"," (3.8.1880 Trieste - 7.10.1918 Milano)
  ",L'ombra di Werther
20046,"Randhartinger, Benedikt"," (27.7.1802 Ruprechtshofen, Nieder Österreich - 22.12.1893 Wien)
  ",König Enzio
20047,"Rangström, (Anders Johan) Ture"," (30.11.1884 Stockholm - 11.5.1947 Stockholm)
  ",Kronbruden
20048,"Rangström, (Anders Johan) Ture"," (30.11.1884 Stockholm - 11.5.1947 Stockholm)
  ",Middelalderlig
20049,"Rangström, (Anders Johan) Ture"," (30.11.1884 Stockholm - 11.5.1947 Stockholm)
  ",Gilgamesj
20050,"Ránki, György"," (30.11.1907 Budapest - 1992 Budapest)
  ",Hölgyválasz
20051,"Ránki, György"," (30.11.1907 Budapest - 1992 Budapest)
  ",Pómadé Király uj ruhaja
20052,"Ránki, György"," (30.11.1907 Budapest - 1992 Budapest)
  ",Az ember tragédiaja
20053,"Ránki, György"," (30.11.1907 Budapest - 1992 Budapest)
  ",The Boatman of the Moon
20054,"Ránki, György"," (30.11.1907 Budapest - 1992 Budapest)
  ",Terminal
20055,"Rankl, Karl"," (1.10.1898 Gaaden, c. Wien - 6.9.1968 Salzburg)
  ",Deirdre of the Sorrows
20056,"Rasbach, Oscar"," (2.8.1888 Dayton, Ky. - 24.3.1975 Pasadena, Calif.)
  ",Dawn Boy
20057,"Rasbach, Oscar"," (2.8.1888 Dayton, Ky. - 24.3.1975 Pasadena, Calif.)
  ",Open House
20058,"Rasheed, Hassan (Ahmed)"," (1896 Cairo - 1969 Cairo)
  ",Anthony's Death
20059,"Rasi, Francesco"," (?4.5.1574 Arezzo - > 1620)
  ",Cibele ed Ati
20060,"Rasi, Francesco"," (?4.5.1574 Arezzo - > 1620)
  ",Elvidia rapita
20061,"Rasmussen, Karl Aage"," (13.12.1947 Kolding)
  ",Crapp's Last Tape
20062,"Rasmussen, Karl Aage"," (13.12.1947 Kolding)
  ",Jephta
20063,"Rasmussen, Karl Aage"," (13.12.1947 Kolding)
  ",Our Hoffmann
20064,"Rasse, François (Adolphe Jean Jules)"," (27.1.1873 Helchin, c. Ath, Hainaut - 4.1.1955 Bruxelles)
  ",Deidamia
20065,"Rasse, François (Adolphe Jean Jules)"," (27.1.1873 Helchin, c. Ath, Hainaut - 4.1.1955 Bruxelles)
  ",Soeur Béatrice
20066,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",La distruzione di Gerusalemme
20067,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",La schiava circassa
20068,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",Le donne curiose
20069,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",Velleda
20070,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",Amina
20071,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ","Salvator Rosa,"
20072,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",Bertha von Bretagne
20073,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",Die Neuvermählten
20074,"Rastrelli, Joseph [Gioseffo, Giuseppe]"," (13.4.1799 Dresden - 15.11.1842 Dresden)
  ",Il trionfo di Nabucco il grande
20075,"Ratez, Emile-Pierre"," (5.11.1851 Besançon - 19.5.1934 Lille)
  ",Lydéric
20076,"Ratez, Emile-Pierre"," (5.11.1851 Besançon - 19.5.1934 Lille)
  ",Paula
20077,"Rathaus, Karol"," (16.9.1895 Tarnopol - 21.11.1954 New York)
  ",Fremde Erde
20078,"Ratner, Leonard Gilbert"," (30.7.1916 Minneapolis)
  ",The Necklace
20079,"Rauchenecker, Georg Wilhelm"," (8.3.1844 München - 17.7.1906 Elberfeld)
  ",Die letzten Tage von Thule
20080,"Rauchenecker, Georg Wilhelm"," (8.3.1844 München - 17.7.1906 Elberfeld)
  ",Ingo
20081,"Rauchenecker, Georg Wilhelm"," (8.3.1844 München - 17.7.1906 Elberfeld)
  ",Don Quixote
20082,"Rauchenecker, Georg Wilhelm"," (8.3.1844 München - 17.7.1906 Elberfeld)
  ",Sanna
20083,"Rauchenecker, Georg Wilhelm"," (8.3.1844 München - 17.7.1906 Elberfeld)
  ",Zlatorog
20084,"Rauchenecker, Georg Wilhelm"," (8.3.1844 München - 17.7.1906 Elberfeld)
  ",Der Florentiner
20085,"Raupach, Hermann Friedrich"," (21.12.1728 Stralsund - 12.1778 St Peterburg)
  ",Alcesta
20086,"Raupach, Hermann Friedrich"," (21.12.1728 Stralsund - 12.1778 St Peterburg)
  ",The New Monastery
20087,"Raupach, Hermann Friedrich"," (21.12.1728 Stralsund - 12.1778 St Peterburg)
  ",Siroe
20088,"Raupach, Hermann Friedrich"," (21.12.1728 Stralsund - 12.1778 St Peterburg)
  ",Dobrïye soldati
20089,"Rautavaara, Einojuhani","
  ",Kaivos
20090,"Rautavaara, Einojuhani","
  ",Apollon contra Marsyas
20091,"Rautavaara, Einojuhani","
  ","Runo 42, ""Sammon ryöstö"""
20092,"Rautavaara, Einojuhani","
  ",Marjatta matala netti
20093,"Rautavaara, Einojuhani","
  ",En dramatisk scen
20094,"Rautavaara, Einojuhani","
  ",Thomas
20095,"Rautavaara, Einojuhani","
  ",Vincent
20096,"Rautavaara, Einojuhani","
  ",Auringon talo
20097,"Rautavaara, Einojuhani","
  ",Tietäjien lahja
20098,"Rautavaara, Einojuhani","
  ",Aleksis Kivi
20099,"Rauzzini, Matteo"," (1754 Camerino, c. Roma - 1791 Dublin)
  ",Il cam cinese
20100,"Rauzzini, Matteo"," (1754 Camerino, c. Roma - 1791 Dublin)
  ",Le finte gemelle
20101,"Rauzzini, Matteo"," (1754 Camerino, c. Roma - 1791 Dublin)
  ",Li due amanti in inganno
20102,"Rauzzini, Matteo"," (1754 Camerino, c. Roma - 1791 Dublin)
  ",L'opera nuova
20103,"Rauzzini, Matteo"," (1754 Camerino, c. Roma - 1791 Dublin)
  ",Il re pastore
20104,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Piramo e Tisbe
20105,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Astarto
20106,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",L'eroe cinese
20107,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Pompejo
20108,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Armida
20109,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Piramo e Tisbe
20110,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",La sposa fedele
20111,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Didone
20112,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ","The Duenna,"
20113,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Le ali d'amore
20114,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Astarto
20115,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Le 'ali d'amore
20116,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",L'omaggio di paesani al signore del contado
20117,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Ezio
20118,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",L'eroe cinese
20119,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",Creusa in Delfo
20120,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ","Alina,"
20121,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ","La vestale,"
20122,"Rauzzini, Venanzio"," (*19.12.1746 Camerino, c. Roma - 18.4.1810 Bath)
  ",The Village Maid
20123,"Ravasenga, Carlo"," (17.12.1891 Torino - 6.5.1964 Roma)
  ",Una tragedia fiorentina
20124,"Ravasenga, Carlo"," (17.12.1891 Torino - 6.5.1964 Roma)
  ",Il giudizio di Don Giovanni
20125,"Ravel, (Joseph) Maurice"," (7.3.1875 Cibourre, Basses Pyrénées - 28.12.1937 Paris)
  ",L'Heure espagnole
20126,"Ravel, (Joseph) Maurice"," (7.3.1875 Cibourre, Basses Pyrénées - 28.12.1937 Paris)
  ",L'Enfant et les sortilèges
20127,"Raymond [Vesely, Raimund Friedrich], Fred"," (20.4.1900 Wien - 10.1.1954 Überlingen)
  ",Maske in Blau
20128,"Raymond [Vesely, Raimund Friedrich], Fred"," (20.4.1900 Wien - 10.1.1954 Überlingen)
  ",Saison in Salzburg
20129,"Read, Gardner","
  ",Villon
20130,"Rebel, François"," (19.6.1701 Paris - 7.11.1775 Paris)
  ",Eugénie
20131,"Rebel, François"," (19.6.1701 Paris - 7.11.1775 Paris)
  ",Amour pour amour
20132,"Rebel, Jean-Féry [Jean-Baptiste-Ferry]"," (*18.4.1666 Paris - 2.1.1747 Paris)
  ",Ulysse
20133,"Reber, (Napoléon-)Henri"," (21.10.1807 Mulhouse - 24.11.1880 Paris)
  ",La Nuit de Noël
20134,"Reber, (Napoléon-)Henri"," (21.10.1807 Mulhouse - 24.11.1880 Paris)
  ",Le Père Gaillard
20135,"Reber, (Napoléon-)Henri"," (21.10.1807 Mulhouse - 24.11.1880 Paris)
  ",Les Papillottes de Monsieur Benoist
20136,"Reber, (Napoléon-)Henri"," (21.10.1807 Mulhouse - 24.11.1880 Paris)
  ",Les Dames-capitaines
20137,"Reber, (Napoléon-)Henri"," (21.10.1807 Mulhouse - 24.11.1880 Paris)
  ",Naïm
20138,"Reber, (Napoléon-)Henri"," (21.10.1807 Mulhouse - 24.11.1880 Paris)
  ",Le Ménétrier à la cour
20139,"Rebikov, Vladimir (Ivanovich)"," (31.5.1866 Krasnoyarsk - 4.8.1920 Yalta)
  ",V grosu
20140,"Rebikov, Vladimir (Ivanovich)"," (31.5.1866 Krasnoyarsk - 4.8.1920 Yalta)
  ",Yolka
20141,"Rebikov, Vladimir (Ivanovich)"," (31.5.1866 Krasnoyarsk - 4.8.1920 Yalta)
  ",Narcissus
20142,"Rebikov, Vladimir (Ivanovich)"," (31.5.1866 Krasnoyarsk - 4.8.1920 Yalta)
  ",Prince Charming and Princess Beautiful
20143,"Rechberger, Herman(n)"," (14.2.1947 Linz)
  ",Die Nonnen
20144,"Redding, Joseph Deighn"," (13.9.1859 Sacramento - <5.12.1932 San Francisco)
  ",Fay-Yen-Fah
20145,"Reed, H(erbert) Owen"," (17.6.1910 Odessa, Mo.)
  ",Peter Herman's Dream
20146,"Reed, H(erbert) Owen"," (17.6.1910 Odessa, Mo.)
  ",Earth Trapped
20147,"Reed, H(erbert) Owen"," (17.6.1910 Odessa, Mo.)
  ",Living Solid Face
20148,"Reed, H(erbert) Owen"," (17.6.1910 Odessa, Mo.)
  ",Butterfly Girla and Mirage Boy
20149,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Purse
20150,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",British Fortitude
20151,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Apparition
20152,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Charity Boy
20153,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Bantry Bay
20154,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Raft
20155,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Harlequin's Return
20156,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Ramah Droog
20157,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Embarkation
20158,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Turnpike Gate
20159,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Paul and Virginia
20160,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Blind Girl
20161,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Chains of the Heart
20162,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Jamie and Anna
20163,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Cabinet
20164,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Family Quarrels
20165,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Caravan
20166,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Out of Place
20167,"Reeve, William"," (1757 London - 22.6.1815 London)
  ","Thirty Thousand,"
20168,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Kais
20169,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The White Witch
20170,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Magic Minstrel
20171,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Red Reaver
20172,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Council of Ten
20173,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Rokeby Castle
20174,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Who's to have her?
20175,"Reeve, William"," (1757 London - 22.6.1815 London)
  ","Narensky,"
20176,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Farmer's Wife
20177,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",The Corsair
20178,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Brother and Sister
20179,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Hero and Leander
20180,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Hobson's Choice
20181,"Reeve, William"," (1757 London - 22.6.1815 London)
  ",Thomas and Susan
20182,"Refice, Licinio"," (12.2.1883 Patrica, c. Roma - 11.9.1954 Rio de Janeiro)
  ",Cecilia
20183,"Refice, Licinio"," (12.2.1883 Patrica, c. Roma - 11.9.1954 Rio de Janeiro)
  ",Margherita da Cortona
20184,"Refice, Licinio"," (12.2.1883 Patrica, c. Roma - 11.9.1954 Rio de Janeiro)
  ",Il mago
20185,"Regamey, Constantin"," (28.1.1907 Kiev - 27.12.1982 Lausanne)
  ",Don Robott
20186,"Regamey, Constantin"," (28.1.1907 Kiev - 27.12.1982 Lausanne)
  ","Mio, mein Mio"
20187,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Armide
20188,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Godefroid de Montfort
20189,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",L'Ermite dans l'île Formose
20190,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Obaldi,"
20191,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Amor, der Joujou-Spieler"
20192,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Rosalia
20193,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",L'Ouragan
20194,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Télémaque
20195,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Argine, regine de Granata"
20196,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Cagliostro,"
20197,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Gusman d'Alfarache
20198,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Bégri,"
20199,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Natalie,"
20200,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Olinde et Sophronie
20201,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Philoctète
20202,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ",Sapho
20203,"Reicha [Rejcha], Antoine(-Joseph) [Antonin, Anton]"," (26.2.1770 Praha - 28.5.1836 Paris)
  ","Gioas, re di Giuda"
20204,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Hänschen und Gretschen
20205,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Amors Guckkasten
20206,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Le feste galante
20207,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Der Holzhauer
20208,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Cephalus und Prokris
20209,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Ino
20210,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Der Hufschmied
20211,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Liebe nur beglückt
20212,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Artemisia
20213,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Tamerlan
20214,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Panthée
20215,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Andromeda
20216,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Orfeo
20217,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Protesilao
20218,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Claudine von Villa Bella
20219,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Brenno
20220,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Jery und Bätely
20221,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",L'Olympiade
20222,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Lila
20223,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Erwin und Elmire
20224,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Macbeth
20225,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Die Geisterinsel
20226,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Lieb' und Treue
20227,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Der Jubel
20228,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Rosmonda
20229,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Das Zauberschloss
20230,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Hercules Tod
20231,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Kunst und Liebe
20232,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",L'Heureux naufrage
20233,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Bradamante
20234,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Der Taucher
20235,"Reichardt, Johann Friedrich"," (25.11.1752 Königsberg - 27.6.1814 Giebichenstein, c. Halle)
  ",Sakuntala
20236,"Reichel, Friedrich"," (27.1.1833 Oberoderwitz - 29.12.1889 Dresden)
  ",Die gesängsteten Diplomaten
20237,"Reichwein, Leopold"," (16.5.1878 Wroclaw - 8.4.1945 Wien)
  ",Vasantasena
20238,"Reichwein, Leopold"," (16.5.1878 Wroclaw - 8.4.1945 Wien)
  ",Die Liebenden von Kandahar
20239,"Reid, Mike"," (24.5.1947 Altoona, Penn.)
  ",The Ballad of Little Jo
20240,"Reid, Mike"," (24.5.1947 Altoona, Penn.)
  ",Different Fields
20241,"Reid, Mike"," (24.5.1947 Altoona, Penn.)
  ",A House Divided
20242,"Reif, Paul"," (23.3.1910 Praha - 7.7.1978 New York)
  ",Mad Hamlet
20243,"Reif, Paul"," (23.3.1910 Praha - 7.7.1978 New York)
  ",Portrait in Brownstone
20244,"Reimann, Aribert"," (4.3.1936 Berlin)
  ",Ein Traumspiel
20245,"Reimann, Aribert"," (4.3.1936 Berlin)
  ",Melusine
20246,"Reimann, Aribert"," (4.3.1936 Berlin)
  ",Lear
20247,"Reimann, Aribert"," (4.3.1936 Berlin)
  ",Die Gespenstersonate
20248,"Reimann, Aribert"," (4.3.1936 Berlin)
  ",Troades
20249,"Reimann, Aribert"," (4.3.1936 Berlin)
  ",Bernarda Albas Haus
20250,"Rein, Walter"," (10.12.1893 Stotternheim, c. Erfurt - 18.6.1955 Berlin)
  ",Wir spielen Zirkus
20251,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","Robin Hood,"
20252,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","St Patrick's Day,"
20253,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ",La forêt noire
20254,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","The Spanish Barber,"
20255,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","Harlequin Shipwreck'd,"
20256,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","The Purse,"
20257,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ",The Volunteers
20258,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","Auld Robin Gray,"
20259,"Reinagle, Alexander"," (*23.4.1756 Portsmouth - 21.9.1809 Baltimore)
  ","The Sicilian Romance,"
