,composer,composer_info,work
232,"Alary, Jules [Giulio] Eugène Abraham"," (16.3.1814 Mantova - 17.4.1891 Paris)
  ",Rosamunde
233,"Alary, Jules [Giulio] Eugène Abraham"," (16.3.1814 Mantova - 17.4.1891 Paris)
  ",Le tre nozze
234,"Alary, Jules [Giulio] Eugène Abraham"," (16.3.1814 Mantova - 17.4.1891 Paris)
  ",Sardanapalo
235,"Alary, Jules [Giulio] Eugène Abraham"," (16.3.1814 Mantova - 17.4.1891 Paris)
  ",La Voix humaine
236,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Cuanto más viejo
237,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Catalanes de gracia
238,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",El canto de salvación
239,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",The Magic Opal
240,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Poor Jonathan
241,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",San Antonio de la Flórida
242,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Henry Clifford
243,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Pepita Jiménez
244,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",King Arthur
245,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Merlin
246,"Albéniz, Isaac (Manuel Francisco"," (29.5.1860 Camprodón, Lérida - 18.5.1909 Cambô-les-Bains, Pyrénées)
  ",Lancelot
247,"Albéniz y Basanta, Pedro"," (14.4.1795 Logroño - 12.4.1855 Madrid)
  ",Los enredos de un curioso
248,"Albergati (Capacelli), Pirro"," Conte d' (20.9.1663 Bologna - 22.6.1735 Bologna)
  ",[lost]
249,"Albergati (Capacelli), Pirro"," Conte d' (20.9.1663 Bologna - 22.6.1735 Bologna)
  ",Gli amici
250,"Albergati (Capacelli), Pirro"," Conte d' (20.9.1663 Bologna - 22.6.1735 Bologna)
  ",Il principe selvaggio
251,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Der Rubin
252,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Ghismonda
253,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Gernot
254,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Die Abreise
255,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Kain
256,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Der Improvisator
257,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Tiefland
258,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Tiefland
259,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Flauto solo
260,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Tragaldabas
261,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Izeÿl
262,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Die verschenkte Frau
263,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Liebesketten
264,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Die toten Augen
265,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Der Stier von Olivera
266,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Revolutions-hochzeit
267,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Scirocco
268,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Mareike von Nymwegen
269,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Der Golem
270,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Die schwarze Orchidee
271,"d'Albert, Eugen [Eugène] (Francis Charles)"," (10.4.1864 Glasgow - 3.3.1932 Riga)
  ",Mister Wu
272,"Albert, Karel"," (16.4.1901 Antwerpen - 23.5.1987 Liedekerke)
  ",Europa ontvoerd
273,"Alberti, Domenico"," (c.1710 Venezia - c.1740 Formio/Roma)
  ",Endimione
274,"Alberti, Domenico"," (c.1710 Venezia - c.1740 Formio/Roma)
  ",Galatea
275,"Alberti, Domenico"," (c.1710 Venezia - c.1740 Formio/Roma)
  ",Olimpiade
276,"Alberti, Domenico"," (c.1710 Venezia - c.1740 Formio/Roma)
  ",Temistocle
277,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",La cacciatrice brillante
278,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",Don Juan
279,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",Virginia
280,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",Circe und Ulisses
281,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",Scipione africano
282,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",La virgine vestale
283,"Albertini, Joachim [Gioacchino]"," (1749 Pesaro - 27.3.1812 Warszawa)
  ",Kapelmajster  polski
284,"Albertsen, Per (Hjort)"," (27.7.1919 Trondheim)
  ",Russicola
285,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ","Zenobia, Regina de' Palmireni"
286,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il prodigio dell'innocenza
287,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ","Zenone, Imperator d'Oriente"
288,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ","Tigrane, rè d'Armenia"
289,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ","Primislao primo, rè di Boemia"
290,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",L'ingratitudine castigata
291,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Radamisto
292,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Diomede punito da Alcide
293,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",L'inganno innocente
294,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Rodrigo in Algeri
295,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",L'arte in gara con l'arte
296,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Griselda
297,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Aminta
298,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il più fedel tra i vassalli
299,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Le prosperità di Elio Sejano
300,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",La fede tra gl'inganni
301,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Thomyris
302,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Astarto
303,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Vespetta e Pimpinone
304,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il tradimento tradito
305,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Engelberta
306,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Clotilda
307,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Ciro
308,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il tiranno eroe
309,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il Giustino
310,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Alarico
311,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Le gare generose
312,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Lucio Vero
313,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",L'amor di figlio non conosciuto
314,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Eumene
315,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Meleagro
316,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Cleomene
317,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Gli eccessi della gelosia
318,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",I veri amici
319,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Eumene
320,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Ermengarda
321,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",La Mariane
322,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ","Antigono tutore di Filippo, Rè dei macedoni"
323,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Scipione nelle Spagne
324,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Laodice
325,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Didone abbandonata
326,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",L'impresario delle Canarie
327,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",I rivali generosi
328,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Alcina delusa da Ruggero
329,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",La Statira
330,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Malsazio e Fiametta
331,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il trionfo di Armida
332,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",L'incostanza schernita
333,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Le due rivali in amore
334,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",La fortezza al cimento
335,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Gli stratagemmi amorosi
336,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Elenia
337,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Il più fedel tra gli amanti
338,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Merope
339,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Ardelinda
340,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Candalide
341,"Albinoni, Tomaso Giovanni [Zuane]"," (8.6.1671 Venezia - 17.1.1751 Venezia)
  ",Artamene
342,"Alday, François"," (c.1761 Mahón, Menorca - > 1835 Lyon?)
  ",Geneviève de Brabant
343,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Il prologo dilucidazione ed epitome del Lodovico Pio
344,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Gl'inganni amorosi scoperti in villa
345,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Dafni
346,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Ottaviano
347,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ","Amor torna in s'al so',"
348,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",La fortezza al cimento
349,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Cesare in Alessandria
350,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",L'orfano
351,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Le due Auguste
352,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Semiramide
353,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Mitridate in Sebastia
354,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Turno Aricino
355,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Pirro
356,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",L'odio e l'amore
357,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Il Trace in catena
358,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",L'incoronazione di Dario
359,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Il piu fedel tra i vassalli
360,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Muzio Scevola
361,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Berenice
362,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Li tre rivali al soglio
363,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Amor non vuoi rispetti
364,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Zelida
365,"Aldrovandini [Aldovrandini, Aldrovandin, Aldrovandon, Altrobrandino], Giuseppe [Gioselfo] (Antonio Vincenzo)"," (8.6.1671 Bologna - 9.2.1707 Bologna)
  ",Perseo
366,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Ezio
367,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Il matrimonio per concorso
368,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",La moglie fedele
369,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",L'Argentino
370,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Arianna e Teseo
371,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Il re alla caccia
372,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Argea
373,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Creso
374,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",La camariera per amore
375,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Il Medonte re d'Epiro
376,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Alcina e Ruggero
377,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ","Sandrina,"
378,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",La novità
379,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",La sposa persiana
380,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Calliroe
381,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Adriano in Siria
382,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Erifile
383,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Attalo re di Bitinia
384,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Il vecchio geloso
385,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Arbace
386,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ","La finta principessa,"
387,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",I puntigli gelosi
388,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Demofoonte
389,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Artaserse
390,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",L'imbroglio delle tre spose
391,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",La villanella rapita
392,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Il ritorno di Ulysse a Penelope
393,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",L'ouverture du grand opéra italien à Nankin
394,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Dario
395,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Vasco di Gama
396,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Virginia
397,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Zemira
398,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",Armida
399,"Alessandri, Felice"," (24.11.1747 Roma - 15.8.1798 Casinalbo, c. Modena)
  ",I sposi burlati
400,"d'Alessandro [Alessandri], Gennaro"," (? - ?)
  ",Ottone
401,"d'Alessandro [Alessandri], Gennaro"," (? - ?)
  ",Il coro delle muse
402,"Alexandra, Liana"," (27.5.1947 Bucuresti)
  ",The Snow Queen
403,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ",Le Triomphe de l'amour conjugal
404,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ","La Conquët du Mogol par Thamas Kouli-Kan, Roi de Perse, et son triomphe"
405,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ",George et Georgette
406,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ",Le Tonnelier
407,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ",Le Petit-maître en province
408,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ",L'Esprit du jour
409,"Alexandre [Alessandro], Charles-Guillaume"," (c.1735 - 1787/88 Paris)
  ",Godefroy de Bouillon
410,"Alexandrov, Anatoly Nikolayevich"," (25.5.1888 Moskva - 16.4.1982 Moskva)
  ",Bela
411,"Alexandrov, Anatoly Nikolayevich"," (25.5.1888 Moskva - 16.4.1982 Moskva)
  ",Dikaya Bara
412,"Alfano, Franco","
  ",Miranda
413,"Alfano, Franco","
  ",La fonte di Enschir
414,"Alfano, Franco","
  ",Risurrezione
415,"Alfano, Franco","
  ",Il principe Zilah
416,"Alfano, Franco","
  ",L'ombra di Don Giovanni
417,"Alfano, Franco","
  ",La leggenda di Sakuntala
418,"Alfano, Franco","
  ",Turandot
419,"Alfano, Franco","
  ",Madonna Imperia
420,"Alfano, Franco","
  ",L'ultimo lord
421,"Alfano, Franco","
  ",Cyrano de Bergerac
422,"Alfano, Franco","
  ",Don Juan de Manara
423,"Alfano, Franco","
  ",Il dottor Antonio
424,"Alfano, Franco","
  ",Sakuntala
425,"Alferaki, Achilles"," (3.7.1846 Kharkov - 27.12.1919 Petrograd)
  ",St John's Eve
426,"Alfiero [Alfieri], Giuseppe"," (1630 Napoli - 21.1.1665 Napoli)
  ",La fedeltà trionfante
427,"Alfiero [Alfieri], Giuseppe"," (1630 Napoli - 21.1.1665 Napoli)
  ",Il trionfo della pace
428,"Alghisi [Algisi], Paris Francesco"," (19.6.1666 Brescia - 29/30.3.1733 Brescia)
  ",L'amor di Curzio per la patria
429,"Alghisi [Algisi], Paris Francesco"," (19.6.1666 Brescia - 29/30.3.1733 Brescia)
  ",Il trionfo della continenza
430,"Aliprandi, Bernardo"," (c.1710 Milano - c.1792 Frankfurt am Main)
  ",Apollo tra le muse in Parnasso
431,"Aliprandi, Bernardo"," (c.1710 Milano - c.1792 Frankfurt am Main)
  ",Mitridate
432,"Aliprandi, Bernardo"," (c.1710 Milano - c.1792 Frankfurt am Main)
  ",Iphigenia in Aulide
433,"Aliprandi, Bernardo"," (c.1710 Milano - c.1792 Frankfurt am Main)
  ",Semiramide riconosciuta
434,"Allanbrook, Douglas"," (1.4.1921 Melrose, Mass.)
  ",Ethan Frome
435,"Allanbrook, Douglas"," (1.4.1921 Melrose, Mass.)
  ",Nightmare Abbey
436,"Allende(-Sarón), (Pedro) Humberto"," (29.6.1885 Santiago - 16.8.1959 Santiago)
  ",La Cenicienta
437,"Allitsen [Bumpus], (Mary) Frances"," (30.12.1848 London - 30.9.1912 London)
  ",For the Queen
438,"Allitsen [Bumpus], (Mary) Frances"," (30.12.1848 London - 30.9.1912 London)
  ",Bindra the Minstrel
439,"Almeida, Francisco António de"," (c.1702 Lisboa - 1755 Lisboa?)
  ",La pazienza di Socrate
440,"Almeida, Francisco António de"," (c.1702 Lisboa - 1755 Lisboa?)
  ",La finta pazza
441,"Almeida, Francisco António de"," (c.1702 Lisboa - 1755 Lisboa?)
  ",La virtù trionfanti
442,"Almeida, Francisco António de"," (c.1702 Lisboa - 1755 Lisboa?)
  ",La Spinalba
